"source","scenario","scenario_geography","sector","technology","indicator","units","year","value"
"GECO2021","CurPol","RestSubSaharanAfrica","Power","HydroCap","Capacity","MW",2015,24238.9609375
"GECO2021","CurPol","RestSubSaharanAfrica","Power","HydroCap","Capacity","MW",2020,25570.828125
"GECO2021","CurPol","RestSubSaharanAfrica","Power","HydroCap","Capacity","MW",2030,25080.380859375
"GECO2021","CurPol","RestSubSaharanAfrica","Power","HydroCap","Capacity","MW",2040,30853.14453125
"GECO2021","CurPol","RestSubSaharanAfrica","Power","HydroCap","Capacity","MW",2050,34300.171875
"GECO2021","CurPol","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",1990,0.000199999994947575
"GECO2021","CurPol","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2000,0.000199999994947575
"GECO2021","CurPol","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2010,0.000199999994947575
"GECO2021","CurPol","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2015,0.000199999994947575
"GECO2021","CurPol","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2020,0.000267287425231189
"GECO2021","CurPol","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2030,0.000264472735580057
"GECO2021","CurPol","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2040,0.000261713721556589
"GECO2021","CurPol","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2050,0.000259009277215227
"GECO2021","CurPol","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",1990,4337.4951171875
"GECO2021","CurPol","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2000,4694.380859375
"GECO2021","CurPol","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2010,7884.69287109375
"GECO2021","CurPol","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2015,13190.890625
"GECO2021","CurPol","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2020,15061.4482421875
"GECO2021","CurPol","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2030,28784.55078125
"GECO2021","CurPol","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2040,45591.21484375
"GECO2021","CurPol","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2050,44442.51171875
"GECO2021","CurPol","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",1990,202.001076562496
"GECO2021","CurPol","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2000,248.30175770989
"GECO2021","CurPol","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2010,749.998294012447
"GECO2021","CurPol","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2015,2389.52202524415
"GECO2021","CurPol","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2020,4860.11496266432
"GECO2021","CurPol","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2030,31940.9573727056
"GECO2021","CurPol","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2040,210259.460793433
"GECO2021","CurPol","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2050,651584.870952388
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","CoalCap","Capacity","MW",1990,1847.5002
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","CoalCap","Capacity","MW",2000,1760.5002
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","CoalCap","Capacity","MW",2010,1964.10017558594
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","CoalCap","Capacity","MW",2015,2430.40010234374
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","CoalCap","Capacity","MW",2020,2957.36693451286
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","CoalCap","Capacity","MW",2030,2434.98778412224
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","CoalCap","Capacity","MW",2040,5761.72972748161
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","CoalCap","Capacity","MW",2050,18531.753036499
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","GasCap","Capacity","MW",1990,2566.5001
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","GasCap","Capacity","MW",2000,5630.033303125
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","GasCap","Capacity","MW",2010,10416.533303125
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","GasCap","Capacity","MW",2015,19518.947365625
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","GasCap","Capacity","MW",2020,22255.0255017361
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","GasCap","Capacity","MW",2030,33076.5782361111
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","GasCap","Capacity","MW",2040,97963.7110486111
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","GasCap","Capacity","MW",2050,169113.435951233
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","HydroCap","Capacity","MW",1990,15321.9296875
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","HydroCap","Capacity","MW",2000,15062.6552734375
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","HydroCap","Capacity","MW",2010,19957.96875
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","HydroCap","Capacity","MW",2015,24238.9609375
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","HydroCap","Capacity","MW",2020,25570.828125
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","HydroCap","Capacity","MW",2030,26789.943359375
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","HydroCap","Capacity","MW",2040,36091.0390625
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","HydroCap","Capacity","MW",2050,51138.109375
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",1990,0.000199999994947575
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2000,0.000199999994947575
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2010,0.000199999994947575
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2015,0.000199999994947575
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2020,0.000267287425231189
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2030,0.000264472735580057
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2040,0.000261713721556589
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","NuclearCap","Capacity","MW",2050,0.000259009277215227
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",1990,4337.4951171875
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2000,4694.380859375
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2010,7884.69287109375
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2015,13190.890625
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2020,15032.029296875
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2030,31804.396484375
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2040,56239.91015625
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","OilCap","Capacity","MW",2050,51544.21484375
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",1990,202.001076562496
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2000,248.30175770989
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2010,749.998294012447
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2015,2389.52202524415
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2020,4891.65768727368
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2030,76010.8892574712
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2040,348353.274269996
"GECO2021","NDC-LTS","RestSubSaharanAfrica","Power","RenewablesCap","Capacity","MW",2050,833539.738117608
"GECO2021","1.5C-Unif","Russia","Power","CoalCap","Capacity","MW",1990,42049.0002
"GECO2021","1.5C-Unif","Russia","Power","CoalCap","Capacity","MW",2000,42049.0002
"GECO2021","1.5C-Unif","Russia","Power","CoalCap","Capacity","MW",2010,42049.0002
"GECO2021","1.5C-Unif","Russia","Power","CoalCap","Capacity","MW",2015,42960.5002
"GECO2021","1.5C-Unif","Russia","Power","CoalCap","Capacity","MW",2020,38827.7072665441
"GECO2021","1.5C-Unif","Russia","Power","CoalCap","Capacity","MW",2030,25886.8225009191
"GECO2021","1.5C-Unif","Russia","Power","CoalCap","Capacity","MW",2040,2866.98311328888
"GECO2021","1.5C-Unif","Russia","Power","CoalCap","Capacity","MW",2050,1282.38723754883
"GECO2021","1.5C-Unif","Russia","Power","GasCap","Capacity","MW",1990,91061.0001
"GECO2021","1.5C-Unif","Russia","Power","GasCap","Capacity","MW",2000,88021.0001
"GECO2021","1.5C-Unif","Russia","Power","GasCap","Capacity","MW",2010,104393.0001
"GECO2021","1.5C-Unif","Russia","Power","GasCap","Capacity","MW",2015,125047.796975
"GECO2021","1.5C-Unif","Russia","Power","GasCap","Capacity","MW",2020,128131.257923611
"GECO2021","1.5C-Unif","Russia","Power","GasCap","Capacity","MW",2030,108651.992298611
"GECO2021","1.5C-Unif","Russia","Power","GasCap","Capacity","MW",2040,106032.367675781
"GECO2021","1.5C-Unif","Russia","Power","GasCap","Capacity","MW",2050,88009.3598632812
"GECO2021","1.5C-Unif","Russia","Power","HydroCap","Capacity","MW",1990,45.9001007080078
"GECO2021","1.5C-Unif","Russia","Power","HydroCap","Capacity","MW",2000,44492.8984375
"GECO2021","1.5C-Unif","Russia","Power","HydroCap","Capacity","MW",2010,47304.8984375
"GECO2021","1.5C-Unif","Russia","Power","HydroCap","Capacity","MW",2015,50669.09765625
"GECO2021","1.5C-Unif","Russia","Power","HydroCap","Capacity","MW",2020,54479.74609375
"GECO2021","1.5C-Unif","Russia","Power","HydroCap","Capacity","MW",2030,64567.87890625
"GECO2021","1.5C-Unif","Russia","Power","HydroCap","Capacity","MW",2040,76541.171875
"GECO2021","1.5C-Unif","Russia","Power","HydroCap","Capacity","MW",2050,90978.9140625
"GECO2021","1.5C-Unif","Russia","Power","NuclearCap","Capacity","MW",1990,18898
"GECO2021","1.5C-Unif","Russia","Power","NuclearCap","Capacity","MW",2000,19848
"GECO2021","1.5C-Unif","Russia","Power","NuclearCap","Capacity","MW",2010,22693
"GECO2021","1.5C-Unif","Russia","Power","NuclearCap","Capacity","MW",2015,25443
"GECO2021","1.5C-Unif","Russia","Power","NuclearCap","Capacity","MW",2020,30034.45703125
"GECO2021","1.5C-Unif","Russia","Power","NuclearCap","Capacity","MW",2030,33317.1328125
"GECO2021","1.5C-Unif","Russia","Power","NuclearCap","Capacity","MW",2040,45290.6171875
"GECO2021","1.5C-Unif","Russia","Power","NuclearCap","Capacity","MW",2050,40173.828125
"GECO2021","1.5C-Unif","Russia","Power","OilCap","Capacity","MW",1990,16000
"GECO2021","1.5C-Unif","Russia","Power","OilCap","Capacity","MW",2000,16000
"GECO2021","1.5C-Unif","Russia","Power","OilCap","Capacity","MW",2010,16000
"GECO2021","1.5C-Unif","Russia","Power","OilCap","Capacity","MW",2015,16000
"GECO2021","1.5C-Unif","Russia","Power","OilCap","Capacity","MW",2020,15328.3779296875
"GECO2021","1.5C-Unif","Russia","Power","OilCap","Capacity","MW",2030,12931.18359375
"GECO2021","1.5C-Unif","Russia","Power","OilCap","Capacity","MW",2040,12763.86328125
"GECO2021","1.5C-Unif","Russia","Power","OilCap","Capacity","MW",2050,9899.3466796875
"GECO2021","1.5C-Unif","Russia","Power","RenewablesCap","Capacity","MW",1990,88.0533242919565
"GECO2021","1.5C-Unif","Russia","Power","RenewablesCap","Capacity","MW",2000,626.008012516582
"GECO2021","1.5C-Unif","Russia","Power","RenewablesCap","Capacity","MW",2010,703.008012635792
"GECO2021","1.5C-Unif","Russia","Power","RenewablesCap","Capacity","MW",2015,807.086022241195
"GECO2021","1.5C-Unif","Russia","Power","RenewablesCap","Capacity","MW",2020,2035.03261886778
"GECO2021","1.5C-Unif","Russia","Power","RenewablesCap","Capacity","MW",2030,171955.498164522
"GECO2021","1.5C-Unif","Russia","Power","RenewablesCap","Capacity","MW",2040,403726.836669922
"GECO2021","1.5C-Unif","Russia","Power","RenewablesCap","Capacity","MW",2050,611789.635192871
"GECO2021","CurPol","Russia","Power","CoalCap","Capacity","MW",1990,42049.0002
"GECO2021","CurPol","Russia","Power","CoalCap","Capacity","MW",2000,42049.0002
"GECO2021","CurPol","Russia","Power","CoalCap","Capacity","MW",2010,42049.0002
"GECO2021","CurPol","Russia","Power","CoalCap","Capacity","MW",2015,42960.5002
"GECO2021","CurPol","Russia","Power","CoalCap","Capacity","MW",2020,38827.7072665441
"GECO2021","CurPol","Russia","Power","CoalCap","Capacity","MW",2030,29679.6623446691
"GECO2021","CurPol","Russia","Power","CoalCap","Capacity","MW",2040,30957.0998446691
"GECO2021","CurPol","Russia","Power","CoalCap","Capacity","MW",2050,33656.7189852941
"GECO2021","CurPol","Russia","Power","GasCap","Capacity","MW",1990,91061.0001
"GECO2021","CurPol","Russia","Power","GasCap","Capacity","MW",2000,88021.0001
"GECO2021","CurPol","Russia","Power","GasCap","Capacity","MW",2010,104393.0001
"GECO2021","CurPol","Russia","Power","GasCap","Capacity","MW",2015,125047.796975
"GECO2021","CurPol","Russia","Power","GasCap","Capacity","MW",2020,128131.257923611
"GECO2021","CurPol","Russia","Power","GasCap","Capacity","MW",2030,112576.507923611
"GECO2021","CurPol","Russia","Power","GasCap","Capacity","MW",2040,128224.937611111
"GECO2021","CurPol","Russia","Power","GasCap","Capacity","MW",2050,141792.671986111
"GECO2021","CurPol","Russia","Power","HydroCap","Capacity","MW",1990,45.9001007080078
"GECO2021","CurPol","Russia","Power","HydroCap","Capacity","MW",2000,44492.8984375
"GECO2021","CurPol","Russia","Power","HydroCap","Capacity","MW",2010,47304.8984375
"GECO2021","CurPol","Russia","Power","HydroCap","Capacity","MW",2015,50669.09765625
"GECO2021","CurPol","Russia","Power","HydroCap","Capacity","MW",2020,54479.74609375
"GECO2021","CurPol","Russia","Power","HydroCap","Capacity","MW",2030,59328.12890625
"GECO2021","CurPol","Russia","Power","HydroCap","Capacity","MW",2040,64396.9375
"GECO2021","CurPol","Russia","Power","HydroCap","Capacity","MW",2050,71949.7265625
"GECO2021","CurPol","Russia","Power","NuclearCap","Capacity","MW",1990,18898
"GECO2021","CurPol","Russia","Power","NuclearCap","Capacity","MW",2000,19848
"GECO2021","CurPol","Russia","Power","NuclearCap","Capacity","MW",2010,22693
"GECO2021","CurPol","Russia","Power","NuclearCap","Capacity","MW",2015,25443
"GECO2021","CurPol","Russia","Power","NuclearCap","Capacity","MW",2020,30034.45703125
"GECO2021","CurPol","Russia","Power","NuclearCap","Capacity","MW",2030,24322.029296875
"GECO2021","CurPol","Russia","Power","NuclearCap","Capacity","MW",2040,19003.978515625
"GECO2021","CurPol","Russia","Power","NuclearCap","Capacity","MW",2050,16669.591796875
"GECO2021","CurPol","Russia","Power","OilCap","Capacity","MW",1990,16000
"GECO2021","CurPol","Russia","Power","OilCap","Capacity","MW",2000,16000
"GECO2021","CurPol","Russia","Power","OilCap","Capacity","MW",2010,16000
"GECO2021","CurPol","Russia","Power","OilCap","Capacity","MW",2015,16000
"GECO2021","CurPol","Russia","Power","OilCap","Capacity","MW",2020,15328.3779296875
"GECO2021","CurPol","Russia","Power","OilCap","Capacity","MW",2030,10597.8017578125
"GECO2021","CurPol","Russia","Power","OilCap","Capacity","MW",2040,9571.517578125
"GECO2021","CurPol","Russia","Power","OilCap","Capacity","MW",2050,5958.63720703125
"GECO2021","CurPol","Russia","Power","RenewablesCap","Capacity","MW",1990,88.0533242919565
"GECO2021","CurPol","Russia","Power","RenewablesCap","Capacity","MW",2000,626.008012516582
"GECO2021","CurPol","Russia","Power","RenewablesCap","Capacity","MW",2010,703.008012635792
"GECO2021","CurPol","Russia","Power","RenewablesCap","Capacity","MW",2015,807.086022241195
"GECO2021","CurPol","Russia","Power","RenewablesCap","Capacity","MW",2020,2028.33661209285
"GECO2021","CurPol","Russia","Power","RenewablesCap","Capacity","MW",2030,91990.6944535846
"GECO2021","CurPol","Russia","Power","RenewablesCap","Capacity","MW",2040,174579.103633272
"GECO2021","CurPol","Russia","Power","RenewablesCap","Capacity","MW",2050,227674.415644991
"GECO2021","NDC-LTS","Russia","Power","CoalCap","Capacity","MW",1990,42049.0002
"GECO2021","NDC-LTS","Russia","Power","CoalCap","Capacity","MW",2000,42049.0002
"GECO2021","NDC-LTS","Russia","Power","CoalCap","Capacity","MW",2010,42049.0002
"GECO2021","NDC-LTS","Russia","Power","CoalCap","Capacity","MW",2015,42960.5002
"GECO2021","NDC-LTS","Russia","Power","CoalCap","Capacity","MW",2020,38827.7072665441
"GECO2021","NDC-LTS","Russia","Power","CoalCap","Capacity","MW",2030,29589.2150790441
"GECO2021","NDC-LTS","Russia","Power","CoalCap","Capacity","MW",2040,18790.6213290441
"GECO2021","NDC-LTS","Russia","Power","CoalCap","Capacity","MW",2050,2636.56761360168
"GECO2021","NDC-LTS","Russia","Power","GasCap","Capacity","MW",1990,91061.0001
"GECO2021","NDC-LTS","Russia","Power","GasCap","Capacity","MW",2000,88021.0001
"GECO2021","NDC-LTS","Russia","Power","GasCap","Capacity","MW",2010,104393.0001
"GECO2021","NDC-LTS","Russia","Power","GasCap","Capacity","MW",2015,125047.796975
"GECO2021","NDC-LTS","Russia","Power","GasCap","Capacity","MW",2020,128131.257923611
"GECO2021","NDC-LTS","Russia","Power","GasCap","Capacity","MW",2030,112709.234486111
"GECO2021","NDC-LTS","Russia","Power","GasCap","Capacity","MW",2040,92139.9688611111
"GECO2021","NDC-LTS","Russia","Power","GasCap","Capacity","MW",2050,69882.314086914
"GECO2021","NDC-LTS","Russia","Power","HydroCap","Capacity","MW",1990,45.9001007080078
"GECO2021","NDC-LTS","Russia","Power","HydroCap","Capacity","MW",2000,44492.8984375
"GECO2021","NDC-LTS","Russia","Power","HydroCap","Capacity","MW",2010,47304.8984375
"GECO2021","NDC-LTS","Russia","Power","HydroCap","Capacity","MW",2015,50669.09765625
"GECO2021","NDC-LTS","Russia","Power","HydroCap","Capacity","MW",2020,54479.74609375
"GECO2021","NDC-LTS","Russia","Power","HydroCap","Capacity","MW",2030,59288.4609375
"GECO2021","NDC-LTS","Russia","Power","HydroCap","Capacity","MW",2040,78262.3359375
"GECO2021","NDC-LTS","Russia","Power","HydroCap","Capacity","MW",2050,87088.3359375
"GECO2021","NDC-LTS","Russia","Power","NuclearCap","Capacity","MW",1990,18898
"GECO2021","NDC-LTS","Russia","Power","NuclearCap","Capacity","MW",2000,19848
"GECO2021","NDC-LTS","Russia","Power","NuclearCap","Capacity","MW",2010,22693
"GECO2021","NDC-LTS","Russia","Power","NuclearCap","Capacity","MW",2015,25443
"GECO2021","NDC-LTS","Russia","Power","NuclearCap","Capacity","MW",2020,30034.45703125
"GECO2021","NDC-LTS","Russia","Power","NuclearCap","Capacity","MW",2030,24549.4375
"GECO2021","NDC-LTS","Russia","Power","NuclearCap","Capacity","MW",2040,45008.12890625
"GECO2021","NDC-LTS","Russia","Power","NuclearCap","Capacity","MW",2050,44658.96484375
"GECO2021","NDC-LTS","Russia","Power","OilCap","Capacity","MW",1990,16000
"GECO2021","NDC-LTS","Russia","Power","OilCap","Capacity","MW",2000,16000
"GECO2021","NDC-LTS","Russia","Power","OilCap","Capacity","MW",2010,16000
"GECO2021","NDC-LTS","Russia","Power","OilCap","Capacity","MW",2015,16000
"GECO2021","NDC-LTS","Russia","Power","OilCap","Capacity","MW",2020,15328.3779296875
"GECO2021","NDC-LTS","Russia","Power","OilCap","Capacity","MW",2030,10600.42578125
"GECO2021","NDC-LTS","Russia","Power","OilCap","Capacity","MW",2040,10807.2880859375
"GECO2021","NDC-LTS","Russia","Power","OilCap","Capacity","MW",2050,7983.98486328125
"GECO2021","NDC-LTS","Russia","Power","RenewablesCap","Capacity","MW",1990,88.0533242919565
"GECO2021","NDC-LTS","Russia","Power","RenewablesCap","Capacity","MW",2000,626.008012516582
"GECO2021","NDC-LTS","Russia","Power","RenewablesCap","Capacity","MW",2010,703.008012635792
"GECO2021","NDC-LTS","Russia","Power","RenewablesCap","Capacity","MW",2015,807.086022241195
"GECO2021","NDC-LTS","Russia","Power","RenewablesCap","Capacity","MW",2020,2028.33661209285
"GECO2021","NDC-LTS","Russia","Power","RenewablesCap","Capacity","MW",2030,100320.941523897
"GECO2021","NDC-LTS","Russia","Power","RenewablesCap","Capacity","MW",2040,347423.09484421
"GECO2021","NDC-LTS","Russia","Power","RenewablesCap","Capacity","MW",2050,487488.720825195
"GECO2021","1.5C-Unif","SaudiArabia","Power","CoalCap","Capacity","MW",1990,0.000299999992421363
"GECO2021","1.5C-Unif","SaudiArabia","Power","CoalCap","Capacity","MW",2000,0.000299999992421363
"GECO2021","1.5C-Unif","SaudiArabia","Power","CoalCap","Capacity","MW",2010,0.000299999992421363
"GECO2021","1.5C-Unif","SaudiArabia","Power","CoalCap","Capacity","MW",2015,0.000299999992421363
"GECO2021","1.5C-Unif","SaudiArabia","Power","CoalCap","Capacity","MW",2020,0.000941176433116197
"GECO2021","1.5C-Unif","SaudiArabia","Power","CoalCap","Capacity","MW",2030,3.74822733283509
"GECO2021","1.5C-Unif","SaudiArabia","Power","CoalCap","Capacity","MW",2040,41.3507524728775
"GECO2021","1.5C-Unif","SaudiArabia","Power","CoalCap","Capacity","MW",2050,225.5230884552
"GECO2021","1.5C-Unif","SaudiArabia","Power","GasCap","Capacity","MW",1990,11141.0001
"GECO2021","1.5C-Unif","SaudiArabia","Power","GasCap","Capacity","MW",2000,13428.0001
"GECO2021","1.5C-Unif","SaudiArabia","Power","GasCap","Capacity","MW",2010,27020.0001
"GECO2021","1.5C-Unif","SaudiArabia","Power","GasCap","Capacity","MW",2015,36238.0001
"GECO2021","1.5C-Unif","SaudiArabia","Power","GasCap","Capacity","MW",2020,43632.6993298611
"GECO2021","1.5C-Unif","SaudiArabia","Power","GasCap","Capacity","MW",2030,37839.3672986111
"GECO2021","1.5C-Unif","SaudiArabia","Power","GasCap","Capacity","MW",2040,34071.8073120117
"GECO2021","1.5C-Unif","SaudiArabia","Power","GasCap","Capacity","MW",2050,30746.5245361328
"GECO2021","1.5C-Unif","SaudiArabia","Power","HydroCap","Capacity","MW",1990,9.99999974737875e-05
"GECO2021","1.5C-Unif","SaudiArabia","Power","HydroCap","Capacity","MW",2000,9.99999974737875e-05
"GECO2021","1.5C-Unif","SaudiArabia","Power","HydroCap","Capacity","MW",2010,9.99999974737875e-05
"GECO2021","1.5C-Unif","SaudiArabia","Power","HydroCap","Capacity","MW",2015,9.99999974737875e-05
"GECO2021","1.5C-Unif","SaudiArabia","Power","HydroCap","Capacity","MW",2020,0.00344413588754833
"GECO2021","1.5C-Unif","SaudiArabia","Power","HydroCap","Capacity","MW",2030,0.00368333305232227
"GECO2021","1.5C-Unif","SaudiArabia","Power","HydroCap","Capacity","MW",2040,0.00374208739958704
"GECO2021","1.5C-Unif","SaudiArabia","Power","HydroCap","Capacity","MW",2050,225.702697753906
"GECO2021","1.5C-Unif","SaudiArabia","Power","NuclearCap","Capacity","MW",1990,0.000199999994947575
"GECO2021","1.5C-Unif","SaudiArabia","Power","NuclearCap","Capacity","MW",2000,0.000199999994947575
"GECO2021","1.5C-Unif","SaudiArabia","Power","NuclearCap","Capacity","MW",2010,0.000199999994947575
"GECO2021","1.5C-Unif","SaudiArabia","Power","NuclearCap","Capacity","MW",2015,0.000199999994947575
"GECO2021","1.5C-Unif","SaudiArabia","Power","NuclearCap","Capacity","MW",2020,254.545669555664
"GECO2021","1.5C-Unif","SaudiArabia","Power","NuclearCap","Capacity","MW",2030,1527.27294921875
"GECO2021","1.5C-Unif","SaudiArabia","Power","NuclearCap","Capacity","MW",2040,2800.00024414062
"GECO2021","1.5C-Unif","SaudiArabia","Power","NuclearCap","Capacity","MW",2050,5612.70703125
"GECO2021","1.5C-Unif","SaudiArabia","Power","OilCap","Capacity","MW",1990,12918
"GECO2021","1.5C-Unif","SaudiArabia","Power","OilCap","Capacity","MW",2000,17650
"GECO2021","1.5C-Unif","SaudiArabia","Power","OilCap","Capacity","MW",2010,32829
"GECO2021","1.5C-Unif","SaudiArabia","Power","OilCap","Capacity","MW",2015,45341
"GECO2021","1.5C-Unif","SaudiArabia","Power","OilCap","Capacity","MW",2020,45040.85546875
"GECO2021","1.5C-Unif","SaudiArabia","Power","OilCap","Capacity","MW",2030,37087.53125
"GECO2021","1.5C-Unif","SaudiArabia","Power","OilCap","Capacity","MW",2040,35017.30078125
"GECO2021","1.5C-Unif","SaudiArabia","Power","OilCap","Capacity","MW",2050,23607.291015625
"GECO2021","1.5C-Unif","SaudiArabia","Power","RenewablesCap","Capacity","MW",1990,0.00185312500455837
"GECO2021","1.5C-Unif","SaudiArabia","Power","RenewablesCap","Capacity","MW",2000,0.001853125002782
"GECO2021","1.5C-Unif","SaudiArabia","Power","RenewablesCap","Capacity","MW",2010,1.99990000000483
"GECO2021","1.5C-Unif","SaudiArabia","Power","RenewablesCap","Capacity","MW",2015,23.9998999999997
"GECO2021","1.5C-Unif","SaudiArabia","Power","RenewablesCap","Capacity","MW",2020,22740.8458058857
"GECO2021","1.5C-Unif","SaudiArabia","Power","RenewablesCap","Capacity","MW",2030,86238.5458055565
"GECO2021","1.5C-Unif","SaudiArabia","Power","RenewablesCap","Capacity","MW",2040,150401.776645791
"GECO2021","1.5C-Unif","SaudiArabia","Power","RenewablesCap","Capacity","MW",2050,239794.900726318
"GECO2021","CurPol","SaudiArabia","Power","CoalCap","Capacity","MW",1990,0.000299999992421363
"GECO2021","CurPol","SaudiArabia","Power","CoalCap","Capacity","MW",2000,0.000299999992421363
"GECO2021","CurPol","SaudiArabia","Power","CoalCap","Capacity","MW",2010,0.000299999992421363
"GECO2021","CurPol","SaudiArabia","Power","CoalCap","Capacity","MW",2015,0.000299999992421363
"GECO2021","CurPol","SaudiArabia","Power","CoalCap","Capacity","MW",2020,0.000941176433116197
"GECO2021","CurPol","SaudiArabia","Power","CoalCap","Capacity","MW",2030,0.000941176433116197
"GECO2021","CurPol","SaudiArabia","Power","CoalCap","Capacity","MW",2040,353.358877872233
"GECO2021","CurPol","SaudiArabia","Power","CoalCap","Capacity","MW",2050,2655.73436615349
"GECO2021","CurPol","SaudiArabia","Power","GasCap","Capacity","MW",1990,11141.0001
"GECO2021","CurPol","SaudiArabia","Power","GasCap","Capacity","MW",2000,13428.0001
"GECO2021","CurPol","SaudiArabia","Power","GasCap","Capacity","MW",2010,27020.0001
"GECO2021","CurPol","SaudiArabia","Power","GasCap","Capacity","MW",2015,36238.0001
"GECO2021","CurPol","SaudiArabia","Power","GasCap","Capacity","MW",2020,44049.8907361111
"GECO2021","CurPol","SaudiArabia","Power","GasCap","Capacity","MW",2030,39210.0743298611
"GECO2021","CurPol","SaudiArabia","Power","GasCap","Capacity","MW",2040,39298.5508923611
"GECO2021","CurPol","SaudiArabia","Power","GasCap","Capacity","MW",2050,59033.4766736111
