"source","scenario","scenario_geography","sector","indicator","technology","units","year","value"
"WEO2021","STEPS","Emerging market and developing economies","Oil&Gas","Production","Oil","mb/d",2030,68.6
"WEO2021","STEPS","NorthAmerica","Oil&Gas","Production","Oil","mb/d",2030,27.7
"WEO2021","STEPS","LatinAmerica","Oil&Gas","Production","Oil","mb/d",2030,7.9
"WEO2021","STEPS","Europe","Oil&Gas","Production","Oil","mb/d",2030,3.2
"WEO2021","STEPS","Africa","Oil&Gas","Production","Oil","mb/d",2030,6.9
"WEO2021","STEPS","MiddleEast","Oil&Gas","Production","Oil","mb/d",2030,34
"WEO2021","STEPS","Eurasia","Oil&Gas","Production","Oil","mb/d",2030,14.4
"WEO2021","STEPS","AsiaPacific","Oil&Gas","Production","Oil","mb/d",2030,6.2
"WEO2021","APS","Non OPEC","Oil&Gas","Production","Oil","mb/d",2030,59.1
"WEO2021","APS","OPEC","Oil&Gas","Production","Oil","mb/d",2030,34.6
"WEO2021","APS","OECD","Oil&Gas","Production","Oil","mb/d",2030,28.8
"WEO2021","APS","NonOECD","Oil&Gas","Production","Oil","mb/d",2030,64.8
"WEO2021","APS","Advanced economies","Oil&Gas","Production","Oil","mb/d",2030,28.9
"WEO2021","APS","Emerging market and developing economies","Oil&Gas","Production","Oil","mb/d",2030,64.8
"WEO2021","APS","NorthAmerica","Oil&Gas","Production","Oil","mb/d",2030,25.2
"WEO2021","APS","LatinAmerica","Oil&Gas","Production","Oil","mb/d",2030,7.5
"WEO2021","APS","Europe","Oil&Gas","Production","Oil","mb/d",2030,2.9
"WEO2021","APS","Africa","Oil&Gas","Production","Oil","mb/d",2030,6.5
"WEO2021","APS","MiddleEast","Oil&Gas","Production","Oil","mb/d",2030,32.1
"WEO2021","APS","Eurasia","Oil&Gas","Production","Oil","mb/d",2030,13.9
"WEO2021","APS","AsiaPacific","Oil&Gas","Production","Oil","mb/d",2030,5.6
"WEO2021","SDS","Non OPEC","Oil&Gas","Production","Oil","mb/d",2030,53.6
"WEO2021","SDS","OPEC","Oil&Gas","Production","Oil","mb/d",2030,31.7
"WEO2021","SDS","OECD","Oil&Gas","Production","Oil","mb/d",2030,27
"WEO2021","SDS","NonOECD","Oil&Gas","Production","Oil","mb/d",2030,58.3
"WEO2021","SDS","Advanced economies","Oil&Gas","Production","Oil","mb/d",2030,27.1
"WEO2021","SDS","Emerging market and developing economies","Oil&Gas","Production","Oil","mb/d",2030,58.3
"WEO2021","SDS","NorthAmerica","Oil&Gas","Production","Oil","mb/d",2030,23.7
"WEO2021","SDS","LatinAmerica","Oil&Gas","Production","Oil","mb/d",2030,6.7
"WEO2021","SDS","Europe","Oil&Gas","Production","Oil","mb/d",2030,2.6
"WEO2021","SDS","Africa","Oil&Gas","Production","Oil","mb/d",2030,6
"WEO2021","SDS","MiddleEast","Oil&Gas","Production","Oil","mb/d",2030,29.3
"WEO2021","SDS","Eurasia","Oil&Gas","Production","Oil","mb/d",2030,11.9
"WEO2021","SDS","AsiaPacific","Oil&Gas","Production","Oil","mb/d",2030,5.1
"WEO2021","STEPS","OECD","Oil&Gas","Production","Gas","bcm",2030,1660
"WEO2021","STEPS","NonOECD","Oil&Gas","Production","Gas","bcm",2030,2894
"WEO2021","STEPS","Advanced economies","Oil&Gas","Production","Gas","bcm",2030,1666
"WEO2021","STEPS","Emerging market and developing economies","Oil&Gas","Production","Gas","bcm",2030,2887
"WEO2021","STEPS","NorthAmerica","Oil&Gas","Production","Gas","bcm",2030,1305
"WEO2021","STEPS","LatinAmerica","Oil&Gas","Production","Gas","bcm",2030,154
"WEO2021","STEPS","Europe","Oil&Gas","Production","Gas","bcm",2030,200
"WEO2021","STEPS","Africa","Oil&Gas","Production","Gas","bcm",2030,305
"WEO2021","STEPS","MiddleEast","Oil&Gas","Production","Gas","bcm",2030,800
"WEO2021","STEPS","Eurasia","Oil&Gas","Production","Gas","bcm",2030,1088
"WEO2021","STEPS","AsiaPacific","Oil&Gas","Production","Gas","bcm",2030,701
"WEO2021","APS","OECD","Oil&Gas","Production","Gas","bcm",2030,1405
"WEO2021","APS","NonOECD","Oil&Gas","Production","Gas","bcm",2030,2844
"WEO2021","APS","Advanced economies","Oil&Gas","Production","Gas","bcm",2030,1410
"WEO2021","APS","Emerging market and developing economies","Oil&Gas","Production","Gas","bcm",2030,2839
"WEO2021","APS","NorthAmerica","Oil&Gas","Production","Gas","bcm",2030,1071
"WEO2021","APS","LatinAmerica","Oil&Gas","Production","Gas","bcm",2030,150
"WEO2021","APS","Europe","Oil&Gas","Production","Gas","bcm",2030,179
"WEO2021","APS","Africa","Oil&Gas","Production","Gas","bcm",2030,305
"WEO2021","APS","MiddleEast","Oil&Gas","Production","Gas","bcm",2030,805
"WEO2021","APS","Eurasia","Oil&Gas","Production","Gas","bcm",2030,1038
"WEO2021","APS","AsiaPacific","Oil&Gas","Production","Gas","bcm",2030,701
"WEO2021","SDS","OECD","Oil&Gas","Production","Gas","bcm",2030,1335
"WEO2021","SDS","NonOECD","Oil&Gas","Production","Gas","bcm",2030,2703
"WEO2021","SDS","Advanced economies","Oil&Gas","Production","Gas","bcm",2030,1340
"WEO2021","SDS","Emerging market and developing economies","Oil&Gas","Production","Gas","bcm",2030,2698
"WEO2021","SDS","NorthAmerica","Oil&Gas","Production","Gas","bcm",2030,1006
"WEO2021","SDS","LatinAmerica","Oil&Gas","Production","Gas","bcm",2030,133
"WEO2021","SDS","Europe","Oil&Gas","Production","Gas","bcm",2030,172
"WEO2021","SDS","Africa","Oil&Gas","Production","Gas","bcm",2030,278
"WEO2021","SDS","MiddleEast","Oil&Gas","Production","Gas","bcm",2030,742
"WEO2021","SDS","Eurasia","Oil&Gas","Production","Gas","bcm",2030,1006
"WEO2021","SDS","AsiaPacific","Oil&Gas","Production","Gas","bcm",2030,700
"WEO2021","STEPS","OECD","Coal","Production","Coal","Mtce",2030,749
"WEO2021","STEPS","NonOECD","Coal","Production","Coal","Mtce",2030,4382
"WEO2021","STEPS","Advanced economies","Coal","Production","Coal","Mtce",2030,755
"WEO2021","STEPS","Emerging market and developing economies","Coal","Production","Coal","Mtce",2030,4377
"WEO2021","STEPS","NorthAmerica","Coal","Production","Coal","Mtce",2030,262
"WEO2021","STEPS","LatinAmerica","Coal","Production","Coal","Mtce",2030,47
"WEO2021","STEPS","Europe","Coal","Production","Coal","Mtce",2030,88
"WEO2021","STEPS","Africa","Coal","Production","Coal","Mtce",2030,199
"WEO2021","STEPS","MiddleEast","Coal","Production","Coal","Mtce",2030,1.4
"WEO2021","STEPS","Eurasia","Coal","Production","Coal","Mtce",2030,411
"WEO2021","STEPS","AsiaPacific","Coal","Production","Coal","Mtce",2030,4123
"WEO2021","APS","OECD","Coal","Production","Coal","Mtce",2030,550
"WEO2021","APS","NonOECD","Coal","Production","Coal","Mtce",2030,4278
"WEO2021","APS","Advanced economies","Coal","Production","Coal","Mtce",2030,551
"WEO2021","APS","Emerging market and developing economies","Coal","Production","Coal","Mtce",2030,4277
"WEO2021","APS","NorthAmerica","Coal","Production","Coal","Mtce",2030,153
"WEO2021","APS","LatinAmerica","Coal","Production","Coal","Mtce",2030,35
"WEO2021","APS","Europe","Coal","Production","Coal","Mtce",2030,65
"WEO2021","APS","Africa","Coal","Production","Coal","Mtce",2030,151
"WEO2021","APS","MiddleEast","Coal","Production","Coal","Mtce",2030,0.496
"WEO2021","APS","Eurasia","Coal","Production","Coal","Mtce",2030,391
"WEO2021","APS","AsiaPacific","Coal","Production","Coal","Mtce",2030,4034
"WEO2021","SDS","OECD","Coal","Production","Coal","Mtce",2030,453
"WEO2021","SDS","NonOECD","Coal","Production","Coal","Mtce",2030,3334
"WEO2021","SDS","Advanced economies","Coal","Production","Coal","Mtce",2030,454
"WEO2021","SDS","Emerging market and developing economies","Coal","Production","Coal","Mtce",2030,3333
"WEO2021","SDS","NorthAmerica","Coal","Production","Coal","Mtce",2030,138
"WEO2021","SDS","LatinAmerica","Coal","Production","Coal","Mtce",2030,35
"WEO2021","SDS","Europe","Coal","Production","Coal","Mtce",2030,51
"WEO2021","SDS","Africa","Coal","Production","Coal","Mtce",2030,149
"WEO2021","SDS","MiddleEast","Coal","Production","Coal","Mtce",2030,0.496
"WEO2021","SDS","Eurasia","Coal","Production","Coal","Mtce",2030,249
"WEO2021","SDS","AsiaPacific","Coal","Production","Coal","Mtce",2030,3164
"WEO2021","STEPS","Non OPEC","Oil&Gas","Production","Oil","mb/d",2035,63.2
"WEO2021","STEPS","OPEC","Oil&Gas","Production","Oil","mb/d",2035,38.2
"WEO2021","STEPS","OECD","Oil&Gas","Production","Oil","mb/d",2035,31.1
"WEO2021","STEPS","NonOECD","Oil&Gas","Production","Oil","mb/d",2035,70.2
"WEO2021","STEPS","Advanced economies","Oil&Gas","Production","Oil","mb/d",2035,31.2
"WEO2021","STEPS","Emerging market and developing economies","Oil&Gas","Production","Oil","mb/d",2035,70.2
"WEO2021","STEPS","NorthAmerica","Oil&Gas","Production","Oil","mb/d",2035,27.4
"WEO2021","STEPS","LatinAmerica","Oil&Gas","Production","Oil","mb/d",2035,8.8
"WEO2021","STEPS","Europe","Oil&Gas","Production","Oil","mb/d",2035,2.8
"WEO2021","STEPS","Africa","Oil&Gas","Production","Oil","mb/d",2035,6.8
"WEO2021","STEPS","MiddleEast","Oil&Gas","Production","Oil","mb/d",2035,35.9
"WEO2021","STEPS","Eurasia","Oil&Gas","Production","Oil","mb/d",2035,14.1
"WEO2021","STEPS","AsiaPacific","Oil&Gas","Production","Oil","mb/d",2035,5.7
"WEO2021","APS","Non OPEC","Oil&Gas","Production","Oil","mb/d",2035,53.2
"WEO2021","APS","OPEC","Oil&Gas","Production","Oil","mb/d",2035,35
"WEO2021","APS","OECD","Oil&Gas","Production","Oil","mb/d",2035,25.6
"WEO2021","APS","NonOECD","Oil&Gas","Production","Oil","mb/d",2035,62.6
"WEO2021","APS","Advanced economies","Oil&Gas","Production","Oil","mb/d",2035,25.6
"WEO2021","APS","Emerging market and developing economies","Oil&Gas","Production","Oil","mb/d",2035,62.5
"WEO2021","APS","NorthAmerica","Oil&Gas","Production","Oil","mb/d",2035,22.8
"WEO2021","APS","LatinAmerica","Oil&Gas","Production","Oil","mb/d",2035,7
"WEO2021","APS","Europe","Oil&Gas","Production","Oil","mb/d",2035,2.1
"WEO2021","APS","Africa","Oil&Gas","Production","Oil","mb/d",2035,5.7
"WEO2021","APS","MiddleEast","Oil&Gas","Production","Oil","mb/d",2035,33.1
"WEO2021","APS","Eurasia","Oil&Gas","Production","Oil","mb/d",2035,12.6
"WEO2021","APS","AsiaPacific","Oil&Gas","Production","Oil","mb/d",2035,4.7
"WEO2021","SDS","Non OPEC","Oil&Gas","Production","Oil","mb/d",2035,45.1
"WEO2021","SDS","OPEC","Oil&Gas","Production","Oil","mb/d",2035,29.5
"WEO2021","SDS","OECD","Oil&Gas","Production","Oil","mb/d",2035,23
"WEO2021","SDS","NonOECD","Oil&Gas","Production","Oil","mb/d",2035,51.5
"WEO2021","SDS","Advanced economies","Oil&Gas","Production","Oil","mb/d",2035,23
"WEO2021","SDS","Emerging market and developing economies","Oil&Gas","Production","Oil","mb/d",2035,51.5
"WEO2021","SDS","NorthAmerica","Oil&Gas","Production","Oil","mb/d",2035,20.6
"WEO2021","SDS","LatinAmerica","Oil&Gas","Production","Oil","mb/d",2035,5.9
"WEO2021","SDS","Europe","Oil&Gas","Production","Oil","mb/d",2035,1.9
"WEO2021","SDS","Africa","Oil&Gas","Production","Oil","mb/d",2035,5.3
"WEO2021","SDS","MiddleEast","Oil&Gas","Production","Oil","mb/d",2035,27.2
"WEO2021","SDS","Eurasia","Oil&Gas","Production","Oil","mb/d",2035,9.6
"WEO2021","SDS","AsiaPacific","Oil&Gas","Production","Oil","mb/d",2035,4.1
"WEO2021","STEPS","OECD","Oil&Gas","Production","Gas","bcm",2035,1645
"WEO2021","STEPS","NonOECD","Oil&Gas","Production","Gas","bcm",2035,3095
"WEO2021","STEPS","Advanced economies","Oil&Gas","Production","Gas","bcm",2035,1650
"WEO2021","STEPS","Emerging market and developing economies","Oil&Gas","Production","Gas","bcm",2035,3089
"WEO2021","STEPS","NorthAmerica","Oil&Gas","Production","Gas","bcm",2035,1292
"WEO2021","STEPS","LatinAmerica","Oil&Gas","Production","Gas","bcm",2035,171
"WEO2021","STEPS","Europe","Oil&Gas","Production","Gas","bcm",2035,192
"WEO2021","STEPS","Africa","Oil&Gas","Production","Gas","bcm",2035,336
"WEO2021","STEPS","MiddleEast","Oil&Gas","Production","Gas","bcm",2035,891
"WEO2021","STEPS","Eurasia","Oil&Gas","Production","Gas","bcm",2035,1123
"WEO2021","STEPS","AsiaPacific","Oil&Gas","Production","Gas","bcm",2035,735
"WEO2021","APS","OECD","Oil&Gas","Production","Gas","bcm",2035,1113
"WEO2021","APS","NonOECD","Oil&Gas","Production","Gas","bcm",2035,2948
"WEO2021","APS","Advanced economies","Oil&Gas","Production","Gas","bcm",2035,1117
"WEO2021","APS","Emerging market and developing economies","Oil&Gas","Production","Gas","bcm",2035,2944
"WEO2021","APS","NorthAmerica","Oil&Gas","Production","Gas","bcm",2035,805
"WEO2021","APS","LatinAmerica","Oil&Gas","Production","Gas","bcm",2035,156
"WEO2021","APS","Europe","Oil&Gas","Production","Gas","bcm",2035,146
"WEO2021","APS","Africa","Oil&Gas","Production","Gas","bcm",2035,318
"WEO2021","APS","MiddleEast","Oil&Gas","Production","Gas","bcm",2035,898
"WEO2021","APS","Eurasia","Oil&Gas","Production","Gas","bcm",2035,1029
"WEO2021","APS","AsiaPacific","Oil&Gas","Production","Gas","bcm",2035,709
"WEO2021","SDS","OECD","Oil&Gas","Production","Gas","bcm",2035,1030
"WEO2021","SDS","NonOECD","Oil&Gas","Production","Gas","bcm",2035,2522
"WEO2021","SDS","Advanced economies","Oil&Gas","Production","Gas","bcm",2035,1033
"WEO2021","SDS","Emerging market and developing economies","Oil&Gas","Production","Gas","bcm",2035,2518
"WEO2021","SDS","NorthAmerica","Oil&Gas","Production","Gas","bcm",2035,734
"WEO2021","SDS","LatinAmerica","Oil&Gas","Production","Gas","bcm",2035,125
"WEO2021","SDS","Europe","Oil&Gas","Production","Gas","bcm",2035,127
"WEO2021","SDS","Africa","Oil&Gas","Production","Gas","bcm",2035,275
"WEO2021","SDS","MiddleEast","Oil&Gas","Production","Gas","bcm",2035,703
"WEO2021","SDS","Eurasia","Oil&Gas","Production","Gas","bcm",2035,901
"WEO2021","SDS","AsiaPacific","Oil&Gas","Production","Gas","bcm",2035,686
"WEO2021","STEPS","OECD","Coal","Production","Coal","Mtce",2035,704
"WEO2021","STEPS","NonOECD","Coal","Production","Coal","Mtce",2035,4137
"WEO2021","STEPS","Advanced economies","Coal","Production","Coal","Mtce",2035,708
"WEO2021","STEPS","Emerging market and developing economies","Coal","Production","Coal","Mtce",2035,4133
"WEO2021","STEPS","NorthAmerica","Coal","Production","Coal","Mtce",2035,214
"WEO2021","STEPS","LatinAmerica","Coal","Production","Coal","Mtce",2035,47
"WEO2021","STEPS","Europe","Coal","Production","Coal","Mtce",2035,68
"WEO2021","STEPS","Africa","Coal","Production","Coal","Mtce",2035,187
"WEO2021","STEPS","MiddleEast","Coal","Production","Coal","Mtce",2035,1.4
"WEO2021","STEPS","Eurasia","Coal","Production","Coal","Mtce",2035,400
"WEO2021","STEPS","AsiaPacific","Coal","Production","Coal","Mtce",2035,3923
"WEO2021","APS","OECD","Coal","Production","Coal","Mtce",2035,485
"WEO2021","APS","NonOECD","Coal","Production","Coal","Mtce",2035,3883
"WEO2021","APS","Advanced economies","Coal","Production","Coal","Mtce",2035,485
"WEO2021","APS","Emerging market and developing economies","Coal","Production","Coal","Mtce",2035,3882
"WEO2021","APS","NorthAmerica","Coal","Production","Coal","Mtce",2035,96
"WEO2021","APS","LatinAmerica","Coal","Production","Coal","Mtce",2035,32
"WEO2021","APS","Europe","Coal","Production","Coal","Mtce",2035,44
"WEO2021","APS","Africa","Coal","Production","Coal","Mtce",2035,108
"WEO2021","APS","MiddleEast","Coal","Production","Coal","Mtce",2035,0
"WEO2021","APS","Eurasia","Coal","Production","Coal","Mtce",2035,397
"WEO2021","APS","AsiaPacific","Coal","Production","Coal","Mtce",2035,3691
"WEO2021","SDS","OECD","Coal","Production","Coal","Mtce",2035,344
"WEO2021","SDS","NonOECD","Coal","Production","Coal","Mtce",2035,2564
"WEO2021","SDS","Advanced economies","Coal","Production","Coal","Mtce",2035,345
"WEO2021","SDS","Emerging market and developing economies","Coal","Production","Coal","Mtce",2035,2563
"WEO2021","SDS","NorthAmerica","Coal","Production","Coal","Mtce",2035,76
"WEO2021","SDS","LatinAmerica","Coal","Production","Coal","Mtce",2035,32
"WEO2021","SDS","Europe","Coal","Production","Coal","Mtce",2035,24
"WEO2021","SDS","Africa","Coal","Production","Coal","Mtce",2035,116
"WEO2021","SDS","MiddleEast","Coal","Production","Coal","Mtce",2035,0
"WEO2021","SDS","Eurasia","Coal","Production","Coal","Mtce",2035,198
"WEO2021","SDS","AsiaPacific","Coal","Production","Coal","Mtce",2035,2462
"WEO2021","STEPS","Non OPEC","Oil&Gas","Production","Oil","mb/d",2040,61.1
"WEO2021","STEPS","OPEC","Oil&Gas","Production","Oil","mb/d",2040,39.7
"WEO2021","STEPS","OECD","Oil&Gas","Production","Oil","mb/d",2040,29.6
"WEO2021","STEPS","NonOECD","Oil&Gas","Production","Oil","mb/d",2040,71.2
"WEO2021","STEPS","Advanced economies","Oil&Gas","Production","Oil","mb/d",2040,29.6
"WEO2021","STEPS","Emerging market and developing economies","Oil&Gas","Production","Oil","mb/d",2040,71.2
"WEO2021","STEPS","NorthAmerica","Oil&Gas","Production","Oil","mb/d",2040,26.3
"WEO2021","STEPS","LatinAmerica","Oil&Gas","Production","Oil","mb/d",2040,9.1
"WEO2021","STEPS","Europe","Oil&Gas","Production","Oil","mb/d",2040,2.2
"WEO2021","STEPS","Africa","Oil&Gas","Production","Oil","mb/d",2040,6.8
"WEO2021","STEPS","MiddleEast","Oil&Gas","Production","Oil","mb/d",2040,37.3
"WEO2021","STEPS","Eurasia","Oil&Gas","Production","Oil","mb/d",2040,13.9
"WEO2021","STEPS","AsiaPacific","Oil&Gas","Production","Oil","mb/d",2040,5.2
"WEO2021","APS","Non OPEC","Oil&Gas","Production","Oil","mb/d",2040,47.3
"WEO2021","APS","OPEC","Oil&Gas","Production","Oil","mb/d",2040,34.8
"WEO2021","APS","OECD","Oil&Gas","Production","Oil","mb/d",2040,22.2
"WEO2021","APS","NonOECD","Oil&Gas","Production","Oil","mb/d",2040,59.9
"WEO2021","APS","Advanced economies","Oil&Gas","Production","Oil","mb/d",2040,22.2
"WEO2021","APS","Emerging market and developing economies","Oil&Gas","Production","Oil","mb/d",2040,59.9
"WEO2021","APS","NorthAmerica","Oil&Gas","Production","Oil","mb/d",2040,20.2
"WEO2021","APS","LatinAmerica","Oil&Gas","Production","Oil","mb/d",2040,6.3
"WEO2021","APS","Europe","Oil&Gas","Production","Oil","mb/d",2040,1.5
"WEO2021","APS","Africa","Oil&Gas","Production","Oil","mb/d",2040,5
"WEO2021","APS","MiddleEast","Oil&Gas","Production","Oil","mb/d",2040,33.4
"WEO2021","APS","Eurasia","Oil&Gas","Production","Oil","mb/d",2040,11.6
"WEO2021","APS","AsiaPacific","Oil&Gas","Production","Oil","mb/d",2040,4
"WEO2021","SDS","Non OPEC","Oil&Gas","Production","Oil","mb/d",2040,37.7
"WEO2021","SDS","OPEC","Oil&Gas","Production","Oil","mb/d",2040,25.8
"WEO2021","SDS","OECD","Oil&Gas","Production","Oil","mb/d",2040,19.9
"WEO2021","SDS","NonOECD","Oil&Gas","Production","Oil","mb/d",2040,43.6
"WEO2021","SDS","Advanced economies","Oil&Gas","Production","Oil","mb/d",2040,19.9
"WEO2021","SDS","Emerging market and developing economies","Oil&Gas","Production","Oil","mb/d",2040,43.6
"WEO2021","SDS","NorthAmerica","Oil&Gas","Production","Oil","mb/d",2040,18.1
"WEO2021","SDS","LatinAmerica","Oil&Gas","Production","Oil","mb/d",2040,4.9
"WEO2021","SDS","Europe","Oil&Gas","Production","Oil","mb/d",2040,1.3
"WEO2021","SDS","Africa","Oil&Gas","Production","Oil","mb/d",2040,4.5
"WEO2021","SDS","MiddleEast","Oil&Gas","Production","Oil","mb/d",2040,23.7
"WEO2021","SDS","Eurasia","Oil&Gas","Production","Oil","mb/d",2040,7.7
"WEO2021","SDS","AsiaPacific","Oil&Gas","Production","Oil","mb/d",2040,3.2
"WEO2021","STEPS","OECD","Oil&Gas","Production","Gas","bcm",2040,1619
"WEO2021","STEPS","NonOECD","Oil&Gas","Production","Gas","bcm",2040,3308
"WEO2021","STEPS","Advanced economies","Oil&Gas","Production","Gas","bcm",2040,1623
"WEO2021","STEPS","Emerging market and developing economies","Oil&Gas","Production","Gas","bcm",2040,3303
"WEO2021","STEPS","NorthAmerica","Oil&Gas","Production","Gas","bcm",2040,1267
"WEO2021","STEPS","LatinAmerica","Oil&Gas","Production","Gas","bcm",2040,187
"WEO2021","STEPS","Europe","Oil&Gas","Production","Gas","bcm",2040,189
"WEO2021","STEPS","Africa","Oil&Gas","Production","Gas","bcm",2040,372
"WEO2021","STEPS","MiddleEast","Oil&Gas","Production","Gas","bcm",2040,997
"WEO2021","STEPS","Eurasia","Oil&Gas","Production","Gas","bcm",2040,1154
"WEO2021","STEPS","AsiaPacific","Oil&Gas","Production","Gas","bcm",2040,760
"WEO2021","APS","OECD","Oil&Gas","Production","Gas","bcm",2040,963
"WEO2021","APS","NonOECD","Oil&Gas","Production","Gas","bcm",2040,2979
"WEO2021","APS","Advanced economies","Oil&Gas","Production","Gas","bcm",2040,965
"WEO2021","APS","Emerging market and developing economies","Oil&Gas","Production","Gas","bcm",2040,2977
"WEO2021","APS","NorthAmerica","Oil&Gas","Production","Gas","bcm",2040,675
"WEO2021","APS","LatinAmerica","Oil&Gas","Production","Gas","bcm",2040,162
"WEO2021","APS","Europe","Oil&Gas","Production","Gas","bcm",2040,126
"WEO2021","APS","Africa","Oil&Gas","Production","Gas","bcm",2040,339
"WEO2021","APS","MiddleEast","Oil&Gas","Production","Gas","bcm",2040,938
"WEO2021","APS","Eurasia","Oil&Gas","Production","Gas","bcm",2040,1008
"WEO2021","APS","AsiaPacific","Oil&Gas","Production","Gas","bcm",2040,693
"WEO2021","SDS","OECD","Oil&Gas","Production","Gas","bcm",2040,845
"WEO2021","SDS","NonOECD","Oil&Gas","Production","Gas","bcm",2040,2272
"WEO2021","SDS","Advanced economies","Oil&Gas","Production","Gas","bcm",2040,847
"WEO2021","SDS","Emerging market and developing economies","Oil&Gas","Production","Gas","bcm",2040,2270
"WEO2021","SDS","NorthAmerica","Oil&Gas","Production","Gas","bcm",2040,585
"WEO2021","SDS","LatinAmerica","Oil&Gas","Production","Gas","bcm",2040,115
"WEO2021","SDS","Europe","Oil&Gas","Production","Gas","bcm",2040,97
"WEO2021","SDS","Africa","Oil&Gas","Production","Gas","bcm",2040,275
"WEO2021","SDS","MiddleEast","Oil&Gas","Production","Gas","bcm",2040,665
"WEO2021","SDS","Eurasia","Oil&Gas","Production","Gas","bcm",2040,758
"WEO2021","SDS","AsiaPacific","Oil&Gas","Production","Gas","bcm",2040,622
"WEO2021","STEPS","OECD","Coal","Production","Coal","Mtce",2040,649
"WEO2021","STEPS","NonOECD","Coal","Production","Coal","Mtce",2040,3914
"WEO2021","STEPS","Advanced economies","Coal","Production","Coal","Mtce",2040,651
"WEO2021","STEPS","Emerging market and developing economies","Coal","Production","Coal","Mtce",2040,3912
"WEO2021","STEPS","NorthAmerica","Coal","Production","Coal","Mtce",2040,162
"WEO2021","STEPS","LatinAmerica","Coal","Production","Coal","Mtce",2040,40
"WEO2021","STEPS","Europe","Coal","Production","Coal","Mtce",2040,57
"WEO2021","STEPS","Africa","Coal","Production","Coal","Mtce",2040,180
"WEO2021","STEPS","MiddleEast","Coal","Production","Coal","Mtce",2040,1.5
"WEO2021","STEPS","Eurasia","Coal","Production","Coal","Mtce",2040,414
"WEO2021","STEPS","AsiaPacific","Coal","Production","Coal","Mtce",2040,3710
"WEO2021","APS","OECD","Coal","Production","Coal","Mtce",2040,469
"WEO2021","APS","NonOECD","Coal","Production","Coal","Mtce",2040,3403
"WEO2021","APS","Advanced economies","Coal","Production","Coal","Mtce",2040,470
"WEO2021","APS","Emerging market and developing economies","Coal","Production","Coal","Mtce",2040,3403
"WEO2021","APS","NorthAmerica","Coal","Production","Coal","Mtce",2040,89
"WEO2021","APS","LatinAmerica","Coal","Production","Coal","Mtce",2040,18
"WEO2021","APS","Europe","Coal","Production","Coal","Mtce",2040,31
"WEO2021","APS","Africa","Coal","Production","Coal","Mtce",2040,78
"WEO2021","APS","MiddleEast","Coal","Production","Coal","Mtce",2040,0
"WEO2021","APS","Eurasia","Coal","Production","Coal","Mtce",2040,420
"WEO2021","APS","AsiaPacific","Coal","Production","Coal","Mtce",2040,3235
"WEO2021","SDS","OECD","Coal","Production","Coal","Mtce",2040,307
"WEO2021","SDS","NonOECD","Coal","Production","Coal","Mtce",2040,1792
"WEO2021","SDS","Advanced economies","Coal","Production","Coal","Mtce",2040,307
"WEO2021","SDS","Emerging market and developing economies","Coal","Production","Coal","Mtce",2040,1792
"WEO2021","SDS","NorthAmerica","Coal","Production","Coal","Mtce",2040,67
"WEO2021","SDS","LatinAmerica","Coal","Production","Coal","Mtce",2040,18
"WEO2021","SDS","Europe","Coal","Production","Coal","Mtce",2040,9
"WEO2021","SDS","Africa","Coal","Production","Coal","Mtce",2040,80
"WEO2021","SDS","MiddleEast","Coal","Production","Coal","Mtce",2040,0
"WEO2021","SDS","Eurasia","Coal","Production","Coal","Mtce",2040,152
"WEO2021","SDS","AsiaPacific","Coal","Production","Coal","Mtce",2040,1773
"WEO2021","STEPS","Non OPEC","Oil&Gas","Production","Oil","mb/d",2045,59.1
"WEO2021","STEPS","OPEC","Oil&Gas","Production","Oil","mb/d",2045,41.5
"WEO2021","STEPS","OECD","Oil&Gas","Production","Oil","mb/d",2045,28
"WEO2021","STEPS","NonOECD","Oil&Gas","Production","Oil","mb/d",2045,72.6
"WEO2021","STEPS","Advanced economies","Oil&Gas","Production","Oil","mb/d",2045,28.1
"WEO2021","STEPS","Emerging market and developing economies","Oil&Gas","Production","Oil","mb/d",2045,72.5
"WEO2021","STEPS","NorthAmerica","Oil&Gas","Production","Oil","mb/d",2045,25
"WEO2021","STEPS","LatinAmerica","Oil&Gas","Production","Oil","mb/d",2045,9.9
"WEO2021","STEPS","Europe","Oil&Gas","Production","Oil","mb/d",2045,1.9
"WEO2021","STEPS","Africa","Oil&Gas","Production","Oil","mb/d",2045,7
"WEO2021","STEPS","MiddleEast","Oil&Gas","Production","Oil","mb/d",2045,38.5
"WEO2021","STEPS","Eurasia","Oil&Gas","Production","Oil","mb/d",2045,13.4
"WEO2021","STEPS","AsiaPacific","Oil&Gas","Production","Oil","mb/d",2045,4.9
"WEO2021","APS","Non OPEC","Oil&Gas","Production","Oil","mb/d",2045,42.7
"WEO2021","APS","OPEC","Oil&Gas","Production","Oil","mb/d",2045,34.9
"WEO2021","APS","OECD","Oil&Gas","Production","Oil","mb/d",2045,19.6
"WEO2021","APS","NonOECD","Oil&Gas","Production","Oil","mb/d",2045,58
"WEO2021","APS","Advanced economies","Oil&Gas","Production","Oil","mb/d",2045,19.6
"WEO2021","APS","Emerging market and developing economies","Oil&Gas","Production","Oil","mb/d",2045,58
"WEO2021","APS","NorthAmerica","Oil&Gas","Production","Oil","mb/d",2045,18.1
"WEO2021","APS","LatinAmerica","Oil&Gas","Production","Oil","mb/d",2045,6
