"Scenario","Region","Sector","Units","Variable_class","Sub_variable_class_1","Sub_variable_class_2","year","value"
"FPS","WEU","Power","GW","Capacity","Electricity generation","Biomass","2033",43.5464031
"FPS","WORLD","Power","GW","Capacity","Electricity generation","Biomass","2033",280.8614011
"FPS","AUS","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","BRA","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","CAN","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","CHN","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","CSA","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","EEU","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","EURA","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","GCC","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","IND","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","IDN","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","JPN","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","MENA","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","RUS","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","SA","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","ZAF","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","SEAO","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","KOR","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","SSA","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","GBR","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","USA","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","WEU","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","WORLD","Power","GW","Capacity","Electricity generation","Biomass CCS","2033",0
"FPS","AUS","Power","GW","Capacity","Electricity generation","Solar","2033",45.21155016
"FPS","BRA","Power","GW","Capacity","Electricity generation","Solar","2033",17.61140465
"FPS","CAN","Power","GW","Capacity","Electricity generation","Solar","2033",32.20359152
"FPS","CHN","Power","GW","Capacity","Electricity generation","Solar","2033",1310.368151
"FPS","CSA","Power","GW","Capacity","Electricity generation","Solar","2033",108.8029488
"FPS","EEU","Power","GW","Capacity","Electricity generation","Solar","2033",144.0602831
"FPS","EURA","Power","GW","Capacity","Electricity generation","Solar","2033",47.48660198
"FPS","GCC","Power","GW","Capacity","Electricity generation","Solar","2033",67.15067678
"FPS","IND","Power","GW","Capacity","Electricity generation","Solar","2033",415.6137275
"FPS","IDN","Power","GW","Capacity","Electricity generation","Solar","2033",91.53806531
"FPS","JPN","Power","GW","Capacity","Electricity generation","Solar","2033",215.2209613
"FPS","MENA","Power","GW","Capacity","Electricity generation","Solar","2033",113.5189535
"FPS","RUS","Power","GW","Capacity","Electricity generation","Solar","2033",37.69735181
"FPS","SA","Power","GW","Capacity","Electricity generation","Solar","2033",45.35923747
"FPS","ZAF","Power","GW","Capacity","Electricity generation","Solar","2033",64.72732974
"FPS","SEAO","Power","GW","Capacity","Electricity generation","Solar","2033",84.97426652
"FPS","KOR","Power","GW","Capacity","Electricity generation","Solar","2033",98.38650937
"FPS","SSA","Power","GW","Capacity","Electricity generation","Solar","2033",77.3874012
"FPS","GBR","Power","GW","Capacity","Electricity generation","Solar","2033",48.16587612
"FPS","USA","Power","GW","Capacity","Electricity generation","Solar","2033",1158.089346
"FPS","WEU","Power","GW","Capacity","Electricity generation","Solar","2033",353.7630309
"FPS","WORLD","Power","GW","Capacity","Electricity generation","Solar","2033",4577.337265
"FPS","AUS","Power","GW","Capacity","Electricity generation","Onshore wind","2033",28.76798342
"FPS","BRA","Power","GW","Capacity","Electricity generation","Onshore wind","2033",27.39580696
"FPS","CAN","Power","GW","Capacity","Electricity generation","Onshore wind","2033",33.00358558
"FPS","CHN","Power","GW","Capacity","Electricity generation","Onshore wind","2033",821.5643902
"FPS","CSA","Power","GW","Capacity","Electricity generation","Onshore wind","2033",92.56495523
"FPS","EEU","Power","GW","Capacity","Electricity generation","Onshore wind","2033",28.54023894
"FPS","EURA","Power","GW","Capacity","Electricity generation","Onshore wind","2033",34.16294292
"FPS","GCC","Power","GW","Capacity","Electricity generation","Onshore wind","2033",4.477245455
"FPS","IND","Power","GW","Capacity","Electricity generation","Onshore wind","2033",245.7395361
"FPS","IDN","Power","GW","Capacity","Electricity generation","Onshore wind","2033",17.81687204
"FPS","JPN","Power","GW","Capacity","Electricity generation","Onshore wind","2033",18.48398935
"FPS","MENA","Power","GW","Capacity","Electricity generation","Onshore wind","2033",75.69228952
"FPS","RUS","Power","GW","Capacity","Electricity generation","Onshore wind","2033",6.935463168
"FPS","SA","Power","GW","Capacity","Electricity generation","Onshore wind","2033",24.93359426
"FPS","ZAF","Power","GW","Capacity","Electricity generation","Onshore wind","2033",30.39692667
"FPS","SEAO","Power","GW","Capacity","Electricity generation","Onshore wind","2033",37.77369646
"FPS","KOR","Power","GW","Capacity","Electricity generation","Onshore wind","2033",19.27799104
"FPS","SSA","Power","GW","Capacity","Electricity generation","Onshore wind","2033",51.79380554
"FPS","GBR","Power","GW","Capacity","Electricity generation","Onshore wind","2033",31.03675228
"FPS","USA","Power","GW","Capacity","Electricity generation","Onshore wind","2033",201.8045789
"FPS","WEU","Power","GW","Capacity","Electricity generation","Onshore wind","2033",216.2049666
"FPS","WORLD","Power","GW","Capacity","Electricity generation","Onshore wind","2033",2048.367611
"FPS","AUS","Power","GW","Capacity","Electricity generation","Offshore wind","2033",3.575246052
"FPS","BRA","Power","GW","Capacity","Electricity generation","Offshore wind","2033",2.154443392
"FPS","CAN","Power","GW","Capacity","Electricity generation","Offshore wind","2033",6.368848647
"FPS","CHN","Power","GW","Capacity","Electricity generation","Offshore wind","2033",61.72419802
"FPS","CSA","Power","GW","Capacity","Electricity generation","Offshore wind","2033",7.693403188
"FPS","EEU","Power","GW","Capacity","Electricity generation","Offshore wind","2033",7.067234051
"FPS","EURA","Power","GW","Capacity","Electricity generation","Offshore wind","2033",5.406833307
"FPS","GCC","Power","GW","Capacity","Electricity generation","Offshore wind","2033",1.015222004
"FPS","IND","Power","GW","Capacity","Electricity generation","Offshore wind","2033",15.78204962
"FPS","IDN","Power","GW","Capacity","Electricity generation","Offshore wind","2033",4.851837146
"FPS","JPN","Power","GW","Capacity","Electricity generation","Offshore wind","2033",13.14548925
"FPS","MENA","Power","GW","Capacity","Electricity generation","Offshore wind","2033",6.286571656
"FPS","RUS","Power","GW","Capacity","Electricity generation","Offshore wind","2033",1.579243672
"FPS","SA","Power","GW","Capacity","Electricity generation","Offshore wind","2033",1.757225406
"FPS","ZAF","Power","GW","Capacity","Electricity generation","Offshore wind","2033",3.273167517
"FPS","SEAO","Power","GW","Capacity","Electricity generation","Offshore wind","2033",5.226945021
"FPS","KOR","Power","GW","Capacity","Electricity generation","Offshore wind","2033",11.45956813
"FPS","SSA","Power","GW","Capacity","Electricity generation","Offshore wind","2033",3.314549737
"FPS","GBR","Power","GW","Capacity","Electricity generation","Offshore wind","2033",22.34293795
"FPS","USA","Power","GW","Capacity","Electricity generation","Offshore wind","2033",137.3729304
"FPS","WEU","Power","GW","Capacity","Electricity generation","Offshore wind","2033",29.2831141
"FPS","WORLD","Power","GW","Capacity","Electricity generation","Offshore wind","2033",350.6810583
"FPS","AUS","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","BRA","Power","GW","Capacity","Electricity generation","Hydrogen","2033",3.859491516
"FPS","CAN","Power","GW","Capacity","Electricity generation","Hydrogen","2033",14.63596009
"FPS","CHN","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","CSA","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","EEU","Power","GW","Capacity","Electricity generation","Hydrogen","2033",2.947994633
"FPS","EURA","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","GCC","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","IND","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","IDN","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","JPN","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","MENA","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","RUS","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","SA","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","ZAF","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","SEAO","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","KOR","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","SSA","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","GBR","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","USA","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","WEU","Power","GW","Capacity","Electricity generation","Hydrogen","2033",0
"FPS","WORLD","Power","GW","Capacity","Electricity generation","Hydrogen","2033",21.44344624
"FPS","AUS","Total","PJ","Primary energy demand","Oil",NA,"2033",1447.836597
"FPS","BRA","Total","PJ","Primary energy demand","Oil",NA,"2033",4170.940487
"FPS","CAN","Total","PJ","Primary energy demand","Oil",NA,"2033",2823.963006
"FPS","CHN","Total","PJ","Primary energy demand","Oil",NA,"2033",32501.60154
"FPS","CSA","Total","PJ","Primary energy demand","Oil",NA,"2033",9364.886805
"FPS","EEU","Total","PJ","Primary energy demand","Oil",NA,"2033",1914.764901
"FPS","EURA","Total","PJ","Primary energy demand","Oil",NA,"2033",3294.555143
"FPS","GCC","Total","PJ","Primary energy demand","Oil",NA,"2033",9387.241391
"FPS","IND","Total","PJ","Primary energy demand","Oil",NA,"2033",15743.47212
"FPS","IDN","Total","PJ","Primary energy demand","Oil",NA,"2033",3930.143379
"FPS","JPN","Total","PJ","Primary energy demand","Oil",NA,"2033",4748.765287
"FPS","MENA","Total","PJ","Primary energy demand","Oil",NA,"2033",14454.45845
"FPS","RUS","Total","PJ","Primary energy demand","Oil",NA,"2033",5354.715626
"FPS","SA","Total","PJ","Primary energy demand","Oil",NA,"2033",3352.293877
"FPS","ZAF","Total","PJ","Primary energy demand","Oil",NA,"2033",1237.497887
"FPS","SEAO","Total","PJ","Primary energy demand","Oil",NA,"2033",13873.92446
"FPS","KOR","Total","PJ","Primary energy demand","Oil",NA,"2033",4240.947233
"FPS","SSA","Total","PJ","Primary energy demand","Oil",NA,"2033",5838.220148
"FPS","GBR","Total","PJ","Primary energy demand","Oil",NA,"2033",1711.527415
"FPS","USA","Total","PJ","Primary energy demand","Oil",NA,"2033",23400.33919
"FPS","WEU","Total","PJ","Primary energy demand","Oil",NA,"2033",13204.74438
"FPS","WORLD","Total","PJ","Primary energy demand","Oil",NA,"2033",175996.8393
"FPS","AUS","Total","PJ","Primary energy demand","Natural gas",NA,"2033",1031.416417
"FPS","BRA","Total","PJ","Primary energy demand","Natural gas",NA,"2033",1146.310931
"FPS","CAN","Total","PJ","Primary energy demand","Natural gas",NA,"2033",3338.669807
"FPS","CHN","Total","PJ","Primary energy demand","Natural gas",NA,"2033",8816.079808
"FPS","CSA","Total","PJ","Primary energy demand","Natural gas",NA,"2033",6103.702991
"FPS","EEU","Total","PJ","Primary energy demand","Natural gas",NA,"2033",1609.296566
"FPS","EURA","Total","PJ","Primary energy demand","Natural gas",NA,"2033",4952.086511
"FPS","GCC","Total","PJ","Primary energy demand","Natural gas",NA,"2033",8225.105486
"FPS","IND","Total","PJ","Primary energy demand","Natural gas",NA,"2033",3021.141736
"FPS","IDN","Total","PJ","Primary energy demand","Natural gas",NA,"2033",2321.625578
"FPS","JPN","Total","PJ","Primary energy demand","Natural gas",NA,"2033",1979.197953
"FPS","MENA","Total","PJ","Primary energy demand","Natural gas",NA,"2033",16650.14941
"FPS","RUS","Total","PJ","Primary energy demand","Natural gas",NA,"2033",14383.22131
"FPS","SA","Total","PJ","Primary energy demand","Natural gas",NA,"2033",2856.641185
"FPS","ZAF","Total","PJ","Primary energy demand","Natural gas",NA,"2033",156.4902938
"FPS","SEAO","Total","PJ","Primary energy demand","Natural gas",NA,"2033",5564.152527
"FPS","KOR","Total","PJ","Primary energy demand","Natural gas",NA,"2033",1243.169338
"FPS","SSA","Total","PJ","Primary energy demand","Natural gas",NA,"2033",1604.566827
"FPS","GBR","Total","PJ","Primary energy demand","Natural gas",NA,"2033",1710.519283
"FPS","USA","Total","PJ","Primary energy demand","Natural gas",NA,"2033",19245.73651
"FPS","WEU","Total","PJ","Primary energy demand","Natural gas",NA,"2033",7405.824572
"FPS","WORLD","Total","PJ","Primary energy demand","Natural gas",NA,"2033",113365.105
"FPS","AUS","Total","PJ","Primary energy demand","Coal",NA,"2033",633.3036436
"FPS","BRA","Total","PJ","Primary energy demand","Coal",NA,"2033",562.3771632
"FPS","CAN","Total","PJ","Primary energy demand","Coal",NA,"2033",156.1714618
"FPS","CHN","Total","PJ","Primary energy demand","Coal",NA,"2033",71591.42108
"FPS","CSA","Total","PJ","Primary energy demand","Coal",NA,"2033",863.2366042
"FPS","EEU","Total","PJ","Primary energy demand","Coal",NA,"2033",1513.059022
"FPS","EURA","Total","PJ","Primary energy demand","Coal",NA,"2033",3367.894494
"FPS","GCC","Total","PJ","Primary energy demand","Coal",NA,"2033",86.45447504
"FPS","IND","Total","PJ","Primary energy demand","Coal",NA,"2033",16945.8132
"FPS","IDN","Total","PJ","Primary energy demand","Coal",NA,"2033",4139.93883
"FPS","JPN","Total","PJ","Primary energy demand","Coal",NA,"2033",2337.237609
"FPS","MENA","Total","PJ","Primary energy demand","Coal",NA,"2033",2964.37263
"FPS","RUS","Total","PJ","Primary energy demand","Coal",NA,"2033",3630.739338
"FPS","SA","Total","PJ","Primary energy demand","Coal",NA,"2033",695.1603649
"FPS","ZAF","Total","PJ","Primary energy demand","Coal",NA,"2033",2070.468676
"FPS","SEAO","Total","PJ","Primary energy demand","Coal",NA,"2033",6655.781646
"FPS","KOR","Total","PJ","Primary energy demand","Coal",NA,"2033",1871.968508
"FPS","SSA","Total","PJ","Primary energy demand","Coal",NA,"2033",569.2145504
"FPS","GBR","Total","PJ","Primary energy demand","Coal",NA,"2033",127.5406955
"FPS","USA","Total","PJ","Primary energy demand","Coal",NA,"2033",1717.074267
"FPS","WEU","Total","PJ","Primary energy demand","Coal",NA,"2033",2046.634896
"FPS","WORLD","Total","PJ","Primary energy demand","Coal",NA,"2033",124545.8632
"FPS","AUS","Total","PJ","Primary energy demand","Biomass",NA,"2033",417.2241425
"FPS","BRA","Total","PJ","Primary energy demand","Biomass",NA,"2033",3550.167217
"FPS","CAN","Total","PJ","Primary energy demand","Biomass",NA,"2033",824.6481891
"FPS","CHN","Total","PJ","Primary energy demand","Biomass",NA,"2033",5893.504648
"FPS","CSA","Total","PJ","Primary energy demand","Biomass",NA,"2033",1841.269072
"FPS","EEU","Total","PJ","Primary energy demand","Biomass",NA,"2033",1320.449125
"FPS","EURA","Total","PJ","Primary energy demand","Biomass",NA,"2033",623.3986297
"FPS","GCC","Total","PJ","Primary energy demand","Biomass",NA,"2033",591.6776187
"FPS","IND","Total","PJ","Primary energy demand","Biomass",NA,"2033",4563.010631
"FPS","IDN","Total","PJ","Primary energy demand","Biomass",NA,"2033",1298.688071
"FPS","JPN","Total","PJ","Primary energy demand","Biomass",NA,"2033",1052.796142
"FPS","MENA","Total","PJ","Primary energy demand","Biomass",NA,"2033",2215.674952
"FPS","RUS","Total","PJ","Primary energy demand","Biomass",NA,"2033",1003.080978
"FPS","SA","Total","PJ","Primary energy demand","Biomass",NA,"2033",762.7767153
"FPS","ZAF","Total","PJ","Primary energy demand","Biomass",NA,"2033",536.6520361
"FPS","SEAO","Total","PJ","Primary energy demand","Biomass",NA,"2033",2747.302015
"FPS","KOR","Total","PJ","Primary energy demand","Biomass",NA,"2033",513.7510357
"FPS","SSA","Total","PJ","Primary energy demand","Biomass",NA,"2033",2900.294876
"FPS","GBR","Total","PJ","Primary energy demand","Biomass",NA,"2033",859.7355215
"FPS","USA","Total","PJ","Primary energy demand","Biomass",NA,"2033",5697.138964
"FPS","WEU","Total","PJ","Primary energy demand","Biomass",NA,"2033",5684.327165
"FPS","WORLD","Total","PJ","Primary energy demand","Biomass",NA,"2033",44897.56774
"RPS","AUS","Power","GW","Capacity","Electricity generation","Coal","2033",0
"RPS","BRA","Power","GW","Capacity","Electricity generation","Coal","2033",0.541622008
"RPS","CAN","Power","GW","Capacity","Electricity generation","Coal","2033",0
"RPS","CHN","Power","GW","Capacity","Electricity generation","Coal","2033",155.2711759
"RPS","CSA","Power","GW","Capacity","Electricity generation","Coal","2033",1.843223685
"RPS","EEU","Power","GW","Capacity","Electricity generation","Coal","2033",0
"RPS","EURA","Power","GW","Capacity","Electricity generation","Coal","2033",29.54910693
"RPS","GCC","Power","GW","Capacity","Electricity generation","Coal","2033",0
"RPS","IND","Power","GW","Capacity","Electricity generation","Coal","2033",111.8408121
"RPS","IDN","Power","GW","Capacity","Electricity generation","Coal","2033",25.6092557
"RPS","JPN","Power","GW","Capacity","Electricity generation","Coal","2033",3.811799436
"RPS","MENA","Power","GW","Capacity","Electricity generation","Coal","2033",27.62860927
"RPS","RUS","Power","GW","Capacity","Electricity generation","Coal","2033",24.53399627
"RPS","SA","Power","GW","Capacity","Electricity generation","Coal","2033",4.959050682
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Coal","2033",4.546912236
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Coal","2033",39.39417311
"RPS","KOR","Power","GW","Capacity","Electricity generation","Coal","2033",3.189595465
"RPS","SSA","Power","GW","Capacity","Electricity generation","Coal","2033",4.950954798
"RPS","GBR","Power","GW","Capacity","Electricity generation","Coal","2033",0
"RPS","USA","Power","GW","Capacity","Electricity generation","Coal","2033",0
"RPS","WEU","Power","GW","Capacity","Electricity generation","Coal","2033",0
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Coal","2033",437.6702875
"RPS","AUS","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","BRA","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","CAN","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","CHN","Power","GW","Capacity","Electricity generation","Coal CCS","2033",222.8361334
"RPS","CSA","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","EEU","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","EURA","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","GCC","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","IND","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","IDN","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","JPN","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","MENA","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","RUS","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","SA","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","KOR","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","SSA","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","GBR","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","USA","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","WEU","Power","GW","Capacity","Electricity generation","Coal CCS","2033",0
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Coal CCS","2033",222.8361334
"RPS","AUS","Power","GW","Capacity","Electricity generation","Oil","2033",0
"RPS","BRA","Power","GW","Capacity","Electricity generation","Oil","2033",0.954902045
"RPS","CAN","Power","GW","Capacity","Electricity generation","Oil","2033",0
"RPS","CHN","Power","GW","Capacity","Electricity generation","Oil","2033",1.921982564
"RPS","CSA","Power","GW","Capacity","Electricity generation","Oil","2033",6.230685943
"RPS","EEU","Power","GW","Capacity","Electricity generation","Oil","2033",0
"RPS","EURA","Power","GW","Capacity","Electricity generation","Oil","2033",7.332248737
"RPS","GCC","Power","GW","Capacity","Electricity generation","Oil","2033",35.91292857
"RPS","IND","Power","GW","Capacity","Electricity generation","Oil","2033",4.159634273
"RPS","IDN","Power","GW","Capacity","Electricity generation","Oil","2033",9.503247995
"RPS","JPN","Power","GW","Capacity","Electricity generation","Oil","2033",2.207934128
"RPS","MENA","Power","GW","Capacity","Electricity generation","Oil","2033",49.84462203
"RPS","RUS","Power","GW","Capacity","Electricity generation","Oil","2033",9.076136244
"RPS","SA","Power","GW","Capacity","Electricity generation","Oil","2033",16.7772509
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Oil","2033",0.34199244
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Oil","2033",17.70575883
"RPS","KOR","Power","GW","Capacity","Electricity generation","Oil","2033",0.197404419
"RPS","SSA","Power","GW","Capacity","Electricity generation","Oil","2033",19.1924839
"RPS","GBR","Power","GW","Capacity","Electricity generation","Oil","2033",0
"RPS","USA","Power","GW","Capacity","Electricity generation","Oil","2033",0
"RPS","WEU","Power","GW","Capacity","Electricity generation","Oil","2033",0
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Oil","2033",181.359213
"RPS","AUS","Power","GW","Capacity","Electricity generation","Natural gas","2033",6.819868648
"RPS","BRA","Power","GW","Capacity","Electricity generation","Natural gas","2033",5.639108954
"RPS","CAN","Power","GW","Capacity","Electricity generation","Natural gas","2033",0
"RPS","CHN","Power","GW","Capacity","Electricity generation","Natural gas","2033",22.08279059
"RPS","CSA","Power","GW","Capacity","Electricity generation","Natural gas","2033",43.04275359
"RPS","EEU","Power","GW","Capacity","Electricity generation","Natural gas","2033",2.027778313
"RPS","EURA","Power","GW","Capacity","Electricity generation","Natural gas","2033",34.63253666
"RPS","GCC","Power","GW","Capacity","Electricity generation","Natural gas","2033",77.21544083
"RPS","IND","Power","GW","Capacity","Electricity generation","Natural gas","2033",30.6330551
"RPS","IDN","Power","GW","Capacity","Electricity generation","Natural gas","2033",14.28675208
"RPS","JPN","Power","GW","Capacity","Electricity generation","Natural gas","2033",4.533484562
"RPS","MENA","Power","GW","Capacity","Electricity generation","Natural gas","2033",156.2985909
"RPS","RUS","Power","GW","Capacity","Electricity generation","Natural gas","2033",72.9491219
"RPS","SA","Power","GW","Capacity","Electricity generation","Natural gas","2033",34.39362802
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Natural gas","2033",0
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Natural gas","2033",54.55663409
"RPS","KOR","Power","GW","Capacity","Electricity generation","Natural gas","2033",3.267459775
"RPS","SSA","Power","GW","Capacity","Electricity generation","Natural gas","2033",42.43032969
"RPS","GBR","Power","GW","Capacity","Electricity generation","Natural gas","2033",3.540416669
"RPS","USA","Power","GW","Capacity","Electricity generation","Natural gas","2033",50.15798861
"RPS","WEU","Power","GW","Capacity","Electricity generation","Natural gas","2033",16.20906288
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Natural gas","2033",674.7168018
"RPS","AUS","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",7.09616822
"RPS","BRA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",12.30213862
"RPS","CAN","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",18.53570071
"RPS","CHN","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",0
"RPS","CSA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",0
"RPS","EEU","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",33.83663892
"RPS","EURA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",0
"RPS","GCC","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",0
"RPS","IND","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",0
"RPS","IDN","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",0
"RPS","JPN","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",24.80001356
"RPS","MENA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",0
"RPS","RUS","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",0
"RPS","SA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",0
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",5.627701518
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",0
"RPS","KOR","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",14.41046774
"RPS","SSA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",0
"RPS","GBR","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",17.8314315
"RPS","USA","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",121.0844237
"RPS","WEU","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",101.9586902
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Natural gas CCS","2033",357.4833747
"RPS","AUS","Power","GW","Capacity","Electricity generation","Nuclear","2033",0
"RPS","BRA","Power","GW","Capacity","Electricity generation","Nuclear","2033",2.407573483
"RPS","CAN","Power","GW","Capacity","Electricity generation","Nuclear","2033",12.54293469
"RPS","CHN","Power","GW","Capacity","Electricity generation","Nuclear","2033",102.1653693
"RPS","CSA","Power","GW","Capacity","Electricity generation","Nuclear","2033",3.502617419
"RPS","EEU","Power","GW","Capacity","Electricity generation","Nuclear","2033",14.89303036
"RPS","EURA","Power","GW","Capacity","Electricity generation","Nuclear","2033",13.24524424
"RPS","GCC","Power","GW","Capacity","Electricity generation","Nuclear","2033",0
"RPS","IND","Power","GW","Capacity","Electricity generation","Nuclear","2033",19.76612099
"RPS","IDN","Power","GW","Capacity","Electricity generation","Nuclear","2033",0
"RPS","JPN","Power","GW","Capacity","Electricity generation","Nuclear","2033",11.54249316
"RPS","MENA","Power","GW","Capacity","Electricity generation","Nuclear","2033",1.344519298
"RPS","RUS","Power","GW","Capacity","Electricity generation","Nuclear","2033",25.43174926
"RPS","SA","Power","GW","Capacity","Electricity generation","Nuclear","2033",2.022974899
"RPS","ZAF","Power","GW","Capacity","Electricity generation","Nuclear","2033",2.004451739
"RPS","SEAO","Power","GW","Capacity","Electricity generation","Nuclear","2033",4.203185448
"RPS","KOR","Power","GW","Capacity","Electricity generation","Nuclear","2033",21.11044732
"RPS","SSA","Power","GW","Capacity","Electricity generation","Nuclear","2033",0
"RPS","GBR","Power","GW","Capacity","Electricity generation","Nuclear","2033",9.987832625
"RPS","USA","Power","GW","Capacity","Electricity generation","Nuclear","2033",84.36118897
"RPS","WEU","Power","GW","Capacity","Electricity generation","Nuclear","2033",84.88707309
"RPS","WORLD","Power","GW","Capacity","Electricity generation","Nuclear","2033",415.4188063
"RPS","AUS","Power","GW","Capacity","Electricity generation","Hydro","2033",4.318338807
"RPS","BRA","Power","GW","Capacity","Electricity generation","Hydro","2033",135.2399525
"RPS","CAN","Power","GW","Capacity","Electricity generation","Hydro","2033",84.75708204
"RPS","CHN","Power","GW","Capacity","Electricity generation","Hydro","2033",455.0347226
"RPS","CSA","Power","GW","Capacity","Electricity generation","Hydro","2033",117.9022272
"RPS","EEU","Power","GW","Capacity","Electricity generation","Hydro","2033",15.78079831
"RPS","EURA","Power","GW","Capacity","Electricity generation","Hydro","2033",30.95069817
"RPS","GCC","Power","GW","Capacity","Electricity generation","Hydro","2033",0
