"Annual energy","units","scenario","year","value","scenario_geography"
"coal_electricity","EJ","Oxford2021_fast","2060",0.00051408,"Global"
"gas_electricity","EJ","Oxford2021_fast","2060",3.32035652,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2060",3.27716668,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2060",34.68839144,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2060",21.31182736,"Global"
"wind_electricity","EJ","Oxford2021_fast","2060",187.7947683,"Global"
"solar_electricity","EJ","Oxford2021_fast","2060",375.5895365,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2060",0.17978437,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2060",0.30870373,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2060",0.15435186,"Global"
"hydrogen","EJ","Oxford2021_fast","2060",177.3467341,"Global"
"oil_final","EJ","Oxford2021_base","2061",302.5852073,"Global"
"coal_final","EJ","Oxford2021_base","2061",90.28308586,"Global"
"gas_final","EJ","Oxford2021_base","2061",131.9219788,"Global"
"coal_electricity","EJ","Oxford2021_base","2061",78.38912878,"Global"
"gas_electricity","EJ","Oxford2021_base","2061",52.25312262,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2061",22.72893675,"Global"
"hydro_electricity","EJ","Oxford2021_base","2061",28.23207893,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2061",8.46717084,"Global"
"wind_electricity","EJ","Oxford2021_base","2061",17.22068311,"Global"
"solar_electricity","EJ","Oxford2021_base","2061",15.48125652,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2061",0.00079434,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2061",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2061",0,"Global"
"hydrogen","EJ","Oxford2021_base","2061",0.00268546,"Global"
"oil_final","EJ","Oxford2021_fast","2061",0.3060742,"Global"
"coal_final","EJ","Oxford2021_fast","2061",0.41519864,"Global"
"gas_final","EJ","Oxford2021_fast","2061",4.0757364,"Global"
"coal_electricity","EJ","Oxford2021_fast","2061",0.00035986,"Global"
"gas_electricity","EJ","Oxford2021_fast","2061",3.59136214,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2061",3.14608002,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2061",35.38215927,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2061",21.95118218,"Global"
"wind_electricity","EJ","Oxford2021_fast","2061",192.2134304,"Global"
"solar_electricity","EJ","Oxford2021_fast","2061",384.4268608,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2061",0.18338006,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2061",0.31596728,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2061",0.15798364,"Global"
"hydrogen","EJ","Oxford2021_fast","2061",182.4401246,"Global"
"oil_final","EJ","Oxford2021_base","2062",308.6369115,"Global"
"coal_final","EJ","Oxford2021_base","2062",92.08874758,"Global"
"gas_final","EJ","Oxford2021_base","2062",134.5604349,"Global"
"coal_electricity","EJ","Oxford2021_base","2062",79.80013309,"Global"
"gas_electricity","EJ","Oxford2021_base","2062",53.29818508,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2062",23.18351548,"Global"
"hydro_electricity","EJ","Oxford2021_base","2062",28.51439971,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2062",8.74857032,"Global"
"wind_electricity","EJ","Oxford2021_base","2062",17.73730361,"Global"
"solar_electricity","EJ","Oxford2021_base","2062",15.94569421,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2062",0.00081023,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2062",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2062",0,"Global"
"hydrogen","EJ","Oxford2021_base","2062",0.00272266,"Global"
"oil_final","EJ","Oxford2021_fast","2062",0.04398687,"Global"
"coal_final","EJ","Oxford2021_fast","2062",0.36509468,"Global"
"gas_final","EJ","Oxford2021_fast","2062",3.69230384,"Global"
"coal_electricity","EJ","Oxford2021_fast","2062",0.0002519,"Global"
"gas_electricity","EJ","Oxford2021_fast","2062",3.72720374,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2062",3.02023682,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2062",36.08980245,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2062",22.60971764,"Global"
"wind_electricity","EJ","Oxford2021_fast","2062",196.3416377,"Global"
"solar_electricity","EJ","Oxford2021_fast","2062",392.6832753,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2062",0.18704766,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2062",0.32275338,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2062",0.16137669,"Global"
"hydrogen","EJ","Oxford2021_fast","2062",186.7514506,"Global"
"oil_final","EJ","Oxford2021_base","2063",314.8096497,"Global"
"coal_final","EJ","Oxford2021_base","2063",93.93052253,"Global"
"gas_final","EJ","Oxford2021_base","2063",137.2516603,"Global"
"coal_electricity","EJ","Oxford2021_base","2063",81.23653549,"Global"
"gas_electricity","EJ","Oxford2021_base","2063",54.36414878,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2063",23.64718579,"Global"
"hydro_electricity","EJ","Oxford2021_base","2063",28.79954371,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2063",9.03143219,"Global"
"wind_electricity","EJ","Oxford2021_base","2063",18.26942271,"Global"
"solar_electricity","EJ","Oxford2021_base","2063",16.42406504,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2063",0.00082643,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2063",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2063",0,"Global"
"hydrogen","EJ","Oxford2021_base","2063",0.00276044,"Global"
"oil_final","EJ","Oxford2021_fast","2063",0.03723362,"Global"
"coal_final","EJ","Oxford2021_fast","2063",0.32104801,"Global"
"gas_final","EJ","Oxford2021_fast","2063",3.27135129,"Global"
"coal_electricity","EJ","Oxford2021_fast","2063",0.00017633,"Global"
"gas_electricity","EJ","Oxford2021_fast","2063",3.83612343,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2063",2.89942734,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2063",36.8115985,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2063",23.28800917,"Global"
"wind_electricity","EJ","Oxford2021_fast","2063",200.5060043,"Global"
"solar_electricity","EJ","Oxford2021_fast","2063",401.0120087,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2063",0.19078861,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2063",0.32959891,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2063",0.16479946,"Global"
"hydrogen","EJ","Oxford2021_fast","2063",191.0407255,"Global"
"oil_final","EJ","Oxford2021_base","2064",321.1058427,"Global"
"coal_final","EJ","Oxford2021_base","2064",95.80913298,"Global"
"gas_final","EJ","Oxford2021_base","2064",139.9967103,"Global"
"coal_electricity","EJ","Oxford2021_base","2064",82.69879313,"Global"
"gas_electricity","EJ","Oxford2021_base","2064",55.45143175,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2064",24.12012951,"Global"
"hydro_electricity","EJ","Oxford2021_base","2064",29.08753915,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2064",9.31557041,"Global"
"wind_electricity","EJ","Oxford2021_base","2064",18.8175054,"Global"
"solar_electricity","EJ","Oxford2021_base","2064",16.91678699,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2064",0.00084296,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2064",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2064",0,"Global"
"hydrogen","EJ","Oxford2021_base","2064",0.00279881,"Global"
"oil_final","EJ","Oxford2021_fast","2064",0.03151819,"Global"
"coal_final","EJ","Oxford2021_fast","2064",0.2823246,"Global"
"gas_final","EJ","Oxford2021_fast","2064",2.81235828,"Global"
"coal_electricity","EJ","Oxford2021_fast","2064",0.00012343,"Global"
"gas_electricity","EJ","Oxford2021_fast","2064",3.93633297,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2064",2.78345025,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2064",37.54783047,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2064",23.98664945,"Global"
"wind_electricity","EJ","Oxford2021_fast","2064",204.7631597,"Global"
"solar_electricity","EJ","Oxford2021_fast","2064",409.5263194,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2064",0.19460438,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2064",0.33659697,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2064",0.16829849,"Global"
"hydrogen","EJ","Oxford2021_fast","2064",195.4379557,"Global"
"oil_final","EJ","Oxford2021_base","2065",327.5279595,"Global"
"coal_final","EJ","Oxford2021_base","2065",97.72531564,"Global"
"gas_final","EJ","Oxford2021_base","2065",142.7966616,"Global"
"coal_electricity","EJ","Oxford2021_base","2065",84.1873714,"Global"
"gas_electricity","EJ","Oxford2021_base","2065",56.56046039,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2065",24.6025321,"Global"
"hydro_electricity","EJ","Oxford2021_base","2065",29.37841454,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2065",9.60078757,"Global"
"wind_electricity","EJ","Oxford2021_base","2065",19.38203056,"Global"
"solar_electricity","EJ","Oxford2021_base","2065",17.4242906,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2065",0.00085982,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2065",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2065",0,"Global"
"hydrogen","EJ","Oxford2021_base","2065",0.00283778,"Global"
"oil_final","EJ","Oxford2021_fast","2065",0.02668094,"Global"
"coal_final","EJ","Oxford2021_fast","2065",0.24827961,"Global"
"gas_final","EJ","Oxford2021_fast","2065",2.75165784,"Global"
"coal_electricity","EJ","Oxford2021_fast","2065",8.64e-05,"Global"
"gas_electricity","EJ","Oxford2021_fast","2065",3.96544469,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2065",2.67211224,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2065",38.29878708,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2065",24.70624893,"Global"
"wind_electricity","EJ","Oxford2021_fast","2065",208.928038,"Global"
"solar_electricity","EJ","Oxford2021_fast","2065",417.8560761,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2065",0.19849647,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2065",0.34344335,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2065",0.17172168,"Global"
"hydrogen","EJ","Oxford2021_fast","2065",199.5091501,"Global"
"oil_final","EJ","Oxford2021_base","2066",334.0785187,"Global"
"coal_final","EJ","Oxford2021_base","2066",99.67982195,"Global"
"gas_final","EJ","Oxford2021_base","2066",145.652612,"Global"
"coal_electricity","EJ","Oxford2021_base","2066",85.70274409,"Global"
"gas_electricity","EJ","Oxford2021_base","2066",57.6916696,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2066",25.09458274,"Global"
"hydro_electricity","EJ","Oxford2021_base","2066",29.67219869,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2066",9.88687446,"Global"
"wind_electricity","EJ","Oxford2021_base","2066",19.96349147,"Global"
"solar_electricity","EJ","Oxford2021_base","2066",17.94701932,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2066",0.00087702,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2066",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2066",0,"Global"
"hydrogen","EJ","Oxford2021_base","2066",0.00287735,"Global"
"oil_final","EJ","Oxford2021_fast","2066",0.0225868,"Global"
"coal_final","EJ","Oxford2021_fast","2066",0.21834659,"Global"
"gas_final","EJ","Oxford2021_fast","2066",2.84649337,"Global"
"coal_electricity","EJ","Oxford2021_fast","2066",6.05e-05,"Global"
"gas_electricity","EJ","Oxford2021_fast","2066",3.95804548,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2066",2.56522775,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2066",39.06476282,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2066",25.4474364,"Global"
"wind_electricity","EJ","Oxford2021_fast","2066",213.1065988,"Global"
"solar_electricity","EJ","Oxford2021_fast","2066",426.2131976,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2066",0.2024664,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2066",0.35031222,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2066",0.17515611,"Global"
"hydrogen","EJ","Oxford2021_fast","2066",203.4993331,"Global"
"oil_final","EJ","Oxford2021_base","2067",340.7600891,"Global"
"coal_final","EJ","Oxford2021_base","2067",101.6734184,"Global"
"gas_final","EJ","Oxford2021_base","2067",148.5656816,"Global"
"coal_electricity","EJ","Oxford2021_base","2067",87.24539348,"Global"
"gas_electricity","EJ","Oxford2021_base","2067",58.84550299,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2067",25.59647439,"Global"
"hydro_electricity","EJ","Oxford2021_base","2067",29.96892067,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2067",10.17360952,"Global"
"wind_electricity","EJ","Oxford2021_base","2067",20.56239622,"Global"
"solar_electricity","EJ","Oxford2021_base","2067",18.4854299,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2067",0.00089456,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2067",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2067",0,"Global"
"hydrogen","EJ","Oxford2021_base","2067",0.00291755,"Global"
"oil_final","EJ","Oxford2021_fast","2067",0.0191215,"Global"
"coal_final","EJ","Oxford2021_fast","2067",0.19202785,"Global"
"gas_final","EJ","Oxford2021_fast","2067",2.93825778,"Global"
"coal_electricity","EJ","Oxford2021_fast","2067",4.23e-05,"Global"
"gas_electricity","EJ","Oxford2021_fast","2067",3.93666504,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2067",2.46261864,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2067",39.84605808,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2067",26.21085949,"Global"
"wind_electricity","EJ","Oxford2021_fast","2067",217.3687308,"Global"
"solar_electricity","EJ","Oxford2021_fast","2067",434.7374615,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2067",0.20651573,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2067",0.35731846,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2067",0.17865923,"Global"
"hydrogen","EJ","Oxford2021_fast","2067",207.5693197,"Global"
"oil_final","EJ","Oxford2021_base","2068",347.5752909,"Global"
"coal_final","EJ","Oxford2021_base","2068",103.7068868,"Global"
"gas_final","EJ","Oxford2021_base","2068",151.5370127,"Global"
"coal_electricity","EJ","Oxford2021_base","2068",88.81581057,"Global"
"gas_electricity","EJ","Oxford2021_base","2068",60.02241305,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2068",26.10840388,"Global"
"hydro_electricity","EJ","Oxford2021_base","2068",30.26860988,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2068",10.46075841,"Global"
"wind_electricity","EJ","Oxford2021_base","2068",21.17926811,"Global"
"solar_electricity","EJ","Oxford2021_base","2068",19.0399928,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2068",0.00091245,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2068",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2068",0,"Global"
"hydrogen","EJ","Oxford2021_base","2068",0.00295838,"Global"
"oil_final","EJ","Oxford2021_fast","2068",0.01618836,"Global"
"coal_final","EJ","Oxford2021_fast","2068",0.1688861,"Global"
"gas_final","EJ","Oxford2021_fast","2068",3.02751556,"Global"
"coal_electricity","EJ","Oxford2021_fast","2068",2.96e-05,"Global"
"gas_electricity","EJ","Oxford2021_fast","2068",3.90106041,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2068",2.36411389,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2068",40.64297924,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2068",26.99718528,"Global"
"wind_electricity","EJ","Oxford2021_fast","2068",221.7161054,"Global"
"solar_electricity","EJ","Oxford2021_fast","2068",443.4322108,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2068",0.21064604,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2068",0.36446483,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2068",0.18223242,"Global"
"hydrogen","EJ","Oxford2021_fast","2068",211.7207061,"Global"
"oil_final","EJ","Oxford2021_base","2069",354.5267967,"Global"
"coal_final","EJ","Oxford2021_base","2069",105.7810245,"Global"
"gas_final","EJ","Oxford2021_base","2069",154.5677707,"Global"
"coal_electricity","EJ","Oxford2021_base","2069",90.41449516,"Global"
"gas_electricity","EJ","Oxford2021_base","2069",61.22286131,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2069",26.63057196,"Global"
"hydro_electricity","EJ","Oxford2021_base","2069",30.57129598,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2069",10.7480734,"Global"
"wind_electricity","EJ","Oxford2021_base","2069",21.81464615,"Global"
"solar_electricity","EJ","Oxford2021_base","2069",19.61119258,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2069",0.0009307,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2069",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2069",0,"Global"
"hydrogen","EJ","Oxford2021_base","2069",0.00299984,"Global"
"oil_final","EJ","Oxford2021_fast","2069",0.01370558,"Global"
"coal_final","EJ","Oxford2021_fast","2069",0.14853711,"Global"
"gas_final","EJ","Oxford2021_fast","2069",3.11476272,"Global"
"coal_electricity","EJ","Oxford2021_fast","2069",2.08e-05,"Global"
"gas_electricity","EJ","Oxford2021_fast","2069",3.85096609,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2069",2.26954934,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2069",41.45583882,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2069",27.80710084,"Global"
"wind_electricity","EJ","Oxford2021_fast","2069",226.1504275,"Global"
"solar_electricity","EJ","Oxford2021_fast","2069",452.300855,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2069",0.21485897,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2069",0.37175413,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2069",0.18587706,"Global"
"hydrogen","EJ","Oxford2021_fast","2069",215.9551202,"Global"
"oil_final","EJ","Oxford2021_base","2070",361.6173326,"Global"
"coal_final","EJ","Oxford2021_base","2070",107.896645,"Global"
"gas_final","EJ","Oxford2021_base","2070",157.659144,"Global"
"coal_electricity","EJ","Oxford2021_base","2070",92.04195607,"Global"
"gas_electricity","EJ","Oxford2021_base","2070",62.44731854,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2070",27.1631834,"Global"
"hydro_electricity","EJ","Oxford2021_base","2070",30.87700894,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2070",11.0352929,"Global"
"wind_electricity","EJ","Oxford2021_base","2070",22.46908553,"Global"
"solar_electricity","EJ","Oxford2021_base","2070",20.19952836,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2070",0.00094931,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2070",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2070",0,"Global"
"hydrogen","EJ","Oxford2021_base","2070",0.00304196,"Global"
"oil_final","EJ","Oxford2021_fast","2070",0.01160394,"Global"
"coal_final","EJ","Oxford2021_fast","2070",0.13064322,"Global"
"gas_final","EJ","Oxford2021_fast","2070",3.20043577,"Global"
"coal_electricity","EJ","Oxford2021_fast","2070",1.45e-05,"Global"
"gas_electricity","EJ","Oxford2021_fast","2070",3.786094,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2070",2.17876737,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2070",42.2849556,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2070",28.64131386,"Global"
"wind_electricity","EJ","Oxford2021_fast","2070",230.673436,"Global"
"solar_electricity","EJ","Oxford2021_fast","2070",461.3468721,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2070",0.21915614,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2070",0.37918921,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2070",0.1895946,"Global"
"hydrogen","EJ","Oxford2021_fast","2070",220.2742227,"Global"
"oil_final","EJ","Oxford2021_base","2071",368.8496793,"Global"
"coal_final","EJ","Oxford2021_base","2071",110.0545779,"Global"
"gas_final","EJ","Oxford2021_base","2071",160.8123449,"Global"
"coal_electricity","EJ","Oxford2021_base","2071",93.69871128,"Global"
"gas_electricity","EJ","Oxford2021_base","2071",63.69626491,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2071",27.70644707,"Global"
"hydro_electricity","EJ","Oxford2021_base","2071",31.18577903,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2071",11.32214082,"Global"
"wind_electricity","EJ","Oxford2021_base","2071",23.1431581,"Global"
"solar_electricity","EJ","Oxford2021_base","2071",20.80551421,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2071",0.0009683,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2071",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2071",0,"Global"
"hydrogen","EJ","Oxford2021_base","2071",0.00308474,"Global"
"oil_final","EJ","Oxford2021_fast","2071",0.00982487,"Global"
"coal_final","EJ","Oxford2021_fast","2071",0.1149077,"Global"
"gas_final","EJ","Oxford2021_fast","2071",3.28491944,"Global"
"coal_electricity","EJ","Oxford2021_fast","2071",1.02e-05,"Global"
"gas_electricity","EJ","Oxford2021_fast","2071",3.70613343,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2071",2.09161667,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2071",43.13065471,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2071",29.50055328,"Global"
"wind_electricity","EJ","Oxford2021_fast","2071",235.2869048,"Global"
"solar_electricity","EJ","Oxford2021_fast","2071",470.5738095,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2071",0.22353927,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2071",0.38677299,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2071",0.1933865,"Global"
"hydrogen","EJ","Oxford2021_fast","2071",224.6797071,"Global"
"oil_final","EJ","Oxford2021_base","2072",376.2266729,"Global"
"coal_final","EJ","Oxford2021_base","2072",112.2556694,"Global"
"gas_final","EJ","Oxford2021_base","2072",164.02861,"Global"
"coal_electricity","EJ","Oxford2021_base","2072",95.38528808,"Global"
"gas_electricity","EJ","Oxford2021_base","2072",64.9701902,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2072",28.26057601,"Global"
"hydro_electricity","EJ","Oxford2021_base","2072",31.49763682,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2072",11.60832608,"Global"
"wind_electricity","EJ","Oxford2021_base","2072",23.83745284,"Global"
"solar_electricity","EJ","Oxford2021_base","2072",21.42967963,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2072",0.00098766,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2072",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2072",0,"Global"
"hydrogen","EJ","Oxford2021_base","2072",0.0031282,"Global"
"oil_final","EJ","Oxford2021_fast","2072",0.00831882,"Global"
"coal_final","EJ","Oxford2021_fast","2072",0.10106979,"Global"
"gas_final","EJ","Oxford2021_fast","2072",3.3685534,"Global"
"coal_electricity","EJ","Oxford2021_fast","2072",7.12e-06,"Global"
"gas_electricity","EJ","Oxford2021_fast","2072",3.61075082,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2072",2.007952,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2072",43.99326781,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2072",30.38556988,"Global"
"wind_electricity","EJ","Oxford2021_fast","2072",239.9926429,"Global"
"solar_electricity","EJ","Oxford2021_fast","2072",479.9852857,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2072",0.22801005,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2072",0.39450845,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2072",0.19725423,"Global"
"hydrogen","EJ","Oxford2021_fast","2072",229.1733012,"Global"
"oil_final","EJ","Oxford2021_base","2073",383.7512063,"Global"
"coal_final","EJ","Oxford2021_base","2073",114.5007828,"Global"
"gas_final","EJ","Oxford2021_base","2073",167.3092006,"Global"
"coal_electricity","EJ","Oxford2021_base","2073",97.10222327,"Global"
"gas_electricity","EJ","Oxford2021_base","2073",66.26959401,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2073",28.82578753,"Global"
"hydro_electricity","EJ","Oxford2021_base","2073",31.81261319,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2073",11.8935419,"Global"
"wind_electricity","EJ","Oxford2021_base","2073",24.55257643,"Global"
"solar_electricity","EJ","Oxford2021_base","2073",22.07257002,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2073",0.00100742,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2073",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2073",0,"Global"
"hydrogen","EJ","Oxford2021_base","2073",0.00317235,"Global"
"oil_final","EJ","Oxford2021_fast","2073",0.00704385,"Global"
"coal_final","EJ","Oxford2021_fast","2073",0.08890026,"Global"
"gas_final","EJ","Oxford2021_fast","2073",3.45163819,"Global"
"coal_electricity","EJ","Oxford2021_fast","2073",4.98e-06,"Global"
"gas_electricity","EJ","Oxford2021_fast","2073",3.49958953,"Global"
"nuclear_electricity","EJ","Oxford2021_fast","2073",1.92763392,"Global"
"hydro_electricity","EJ","Oxford2021_fast","2073",44.87313316,"Global"
"bioenergy_electricity","EJ","Oxford2021_fast","2073",31.29713697,"Global"
"wind_electricity","EJ","Oxford2021_fast","2073",244.7924957,"Global"
"solar_electricity","EJ","Oxford2021_fast","2073",489.5849914,"Global"
"batteries_ST_transport","EJ","Oxford2021_fast","2073",0.23257025,"Global"
"batteries_ST_electricity","EJ","Oxford2021_fast","2073",0.40239862,"Global"
"batteries_LT_electricity","EJ","Oxford2021_fast","2073",0.20119931,"Global"
"hydrogen","EJ","Oxford2021_fast","2073",233.7567673,"Global"
"oil_final","EJ","Oxford2021_base","2074",391.4262305,"Global"
"coal_final","EJ","Oxford2021_base","2074",116.7907985,"Global"
"gas_final","EJ","Oxford2021_base","2074",170.6554033,"Global"
"coal_electricity","EJ","Oxford2021_base","2074",98.85006329,"Global"
"gas_electricity","EJ","Oxford2021_base","2074",67.59498589,"Global"
"nuclear_electricity","EJ","Oxford2021_base","2074",29.40230328,"Global"
"hydro_electricity","EJ","Oxford2021_base","2074",32.13073932,"Global"
"bioenergy_electricity","EJ","Oxford2021_base","2074",12.17746528,"Global"
"wind_electricity","EJ","Oxford2021_base","2074",25.28915372,"Global"
"solar_electricity","EJ","Oxford2021_base","2074",22.73474712,"Global"
"batteries_ST_transport","EJ","Oxford2021_base","2074",0.00102757,"Global"
"batteries_ST_electricity","EJ","Oxford2021_base","2074",0,"Global"
"batteries_LT_electricity","EJ","Oxford2021_base","2074",0,"Global"
