"Variable_class","Sub_variable_class_1","Sub_variable_class_2","Scenario","Region","Sector","Units","year","value"
"Capacity","Electricity generation","Biomass CCS","FPS","GBR","Power","GW","2031",0
"Capacity","Electricity generation","Biomass CCS","FPS","USA","Power","GW","2031",0
"Capacity","Electricity generation","Biomass CCS","FPS","WEU","Power","GW","2031",0
"Capacity","Electricity generation","Biomass CCS","FPS","WORLD","Power","GW","2031",0
"Capacity","Electricity generation","Solar","FPS","AUS","Power","GW","2031",34.15351888
"Capacity","Electricity generation","Solar","FPS","BRA","Power","GW","2031",14.42587806
"Capacity","Electricity generation","Solar","FPS","CAN","Power","GW","2031",26.28719064
"Capacity","Electricity generation","Solar","FPS","CHN","Power","GW","2031",1020.083419
"Capacity","Electricity generation","Solar","FPS","CSA","Power","GW","2031",74.94641641
"Capacity","Electricity generation","Solar","FPS","EEU","Power","GW","2031",118.2099288
"Capacity","Electricity generation","Solar","FPS","EURA","Power","GW","2031",35.41766252
"Capacity","Electricity generation","Solar","FPS","GCC","Power","GW","2031",47.87731767
"Capacity","Electricity generation","Solar","FPS","IND","Power","GW","2031",324.3407697
"Capacity","Electricity generation","Solar","FPS","IDN","Power","GW","2031",65.88048083
"Capacity","Electricity generation","Solar","FPS","JPN","Power","GW","2031",168.9503022
"Capacity","Electricity generation","Solar","FPS","MENA","Power","GW","2031",76.30756779
"Capacity","Electricity generation","Solar","FPS","RUS","Power","GW","2031",25.53276569
"Capacity","Electricity generation","Solar","FPS","SA","Power","GW","2031",30.67213554
"Capacity","Electricity generation","Solar","FPS","ZAF","Power","GW","2031",46.98579673
"Capacity","Electricity generation","Solar","FPS","SEAO","Power","GW","2031",59.6648992
"Capacity","Electricity generation","Solar","FPS","KOR","Power","GW","2031",73.95253583
"Capacity","Electricity generation","Solar","FPS","SSA","Power","GW","2031",56.3542313
"Capacity","Electricity generation","Solar","FPS","GBR","Power","GW","2031",39.66816967
"Capacity","Electricity generation","Solar","FPS","USA","Power","GW","2031",966.8642388
"Capacity","Electricity generation","Solar","FPS","WEU","Power","GW","2031",275.986779
"Capacity","Electricity generation","Solar","FPS","WORLD","Power","GW","2031",3582.562004
"Capacity","Electricity generation","Onshore wind","FPS","AUS","Power","GW","2031",22.5749797
"Capacity","Electricity generation","Onshore wind","FPS","BRA","Power","GW","2031",25.6175044
"Capacity","Electricity generation","Onshore wind","FPS","CAN","Power","GW","2031",32.12394991
"Capacity","Electricity generation","Onshore wind","FPS","CHN","Power","GW","2031",696.1225619
"Capacity","Electricity generation","Onshore wind","FPS","CSA","Power","GW","2031",69.02127466
"Capacity","Electricity generation","Onshore wind","FPS","EEU","Power","GW","2031",21.3525951
"Capacity","Electricity generation","Onshore wind","FPS","EURA","Power","GW","2031",25.88649485
"Capacity","Electricity generation","Onshore wind","FPS","GCC","Power","GW","2031",2.753944401
"Capacity","Electricity generation","Onshore wind","FPS","IND","Power","GW","2031",206.9668151
"Capacity","Electricity generation","Onshore wind","FPS","IDN","Power","GW","2031",11.07830181
"Capacity","Electricity generation","Onshore wind","FPS","JPN","Power","GW","2031",13.72375889
"Capacity","Electricity generation","Onshore wind","FPS","MENA","Power","GW","2031",54.34582897
"Capacity","Electricity generation","Onshore wind","FPS","RUS","Power","GW","2031",4.186346962
"Capacity","Electricity generation","Onshore wind","FPS","SA","Power","GW","2031",18.26844211
"Capacity","Electricity generation","Onshore wind","FPS","ZAF","Power","GW","2031",23.1498282
"Capacity","Electricity generation","Onshore wind","FPS","SEAO","Power","GW","2031",25.78358359
"Capacity","Electricity generation","Onshore wind","FPS","KOR","Power","GW","2031",14.01728489
"Capacity","Electricity generation","Onshore wind","FPS","SSA","Power","GW","2031",39.89378517
"Capacity","Electricity generation","Onshore wind","FPS","GBR","Power","GW","2031",26.50137822
"Capacity","Electricity generation","Onshore wind","FPS","USA","Power","GW","2031",168.4840396
"Capacity","Electricity generation","Onshore wind","FPS","WEU","Power","GW","2031",188.6451139
"Capacity","Electricity generation","Onshore wind","FPS","WORLD","Power","GW","2031",1690.497812
"Capacity","Electricity generation","Offshore wind","FPS","AUS","Power","GW","2031",2.343925661
"Capacity","Electricity generation","Offshore wind","FPS","BRA","Power","GW","2031",1.675698455
"Capacity","Electricity generation","Offshore wind","FPS","CAN","Power","GW","2031",4.934696241
"Capacity","Electricity generation","Offshore wind","FPS","CHN","Power","GW","2031",47.23095421
"Capacity","Electricity generation","Offshore wind","FPS","CSA","Power","GW","2031",4.757674922
"Capacity","Electricity generation","Offshore wind","FPS","EEU","Power","GW","2031",4.945602764
"Capacity","Electricity generation","Offshore wind","FPS","EURA","Power","GW","2031",3.452628381
"Capacity","Electricity generation","Offshore wind","FPS","GCC","Power","GW","2031",0.614990207
"Capacity","Electricity generation","Offshore wind","FPS","IND","Power","GW","2031",11.09425048
"Capacity","Electricity generation","Offshore wind","FPS","IDN","Power","GW","2031",2.912000389
"Capacity","Electricity generation","Offshore wind","FPS","JPN","Power","GW","2031",8.68973754
"Capacity","Electricity generation","Offshore wind","FPS","MENA","Power","GW","2031",3.753674409
"Capacity","Electricity generation","Offshore wind","FPS","RUS","Power","GW","2031",0.880518699
"Capacity","Electricity generation","Offshore wind","FPS","SA","Power","GW","2031",1.058463301
"Capacity","Electricity generation","Offshore wind","FPS","ZAF","Power","GW","2031",2.077381329
"Capacity","Electricity generation","Offshore wind","FPS","SEAO","Power","GW","2031",3.19048933
"Capacity","Electricity generation","Offshore wind","FPS","KOR","Power","GW","2031",7.286093477
"Capacity","Electricity generation","Offshore wind","FPS","SSA","Power","GW","2031",2.105913709
"Capacity","Electricity generation","Offshore wind","FPS","GBR","Power","GW","2031",18.46027588
"Capacity","Electricity generation","Offshore wind","FPS","USA","Power","GW","2031",116.7582542
"Capacity","Electricity generation","Offshore wind","FPS","WEU","Power","GW","2031",23.81001987
"Capacity","Electricity generation","Offshore wind","FPS","WORLD","Power","GW","2031",272.0332435
"Capacity","Electricity generation","Hydrogen","FPS","AUS","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","BRA","Power","GW","2031",1.418175198
"Capacity","Electricity generation","Hydrogen","FPS","CAN","Power","GW","2031",11.33673042
"Capacity","Electricity generation","Hydrogen","FPS","CHN","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","CSA","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","EEU","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","EURA","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","GCC","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","IND","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","IDN","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","JPN","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","MENA","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","RUS","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","SA","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","ZAF","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","SEAO","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","KOR","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","SSA","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","GBR","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","USA","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","WEU","Power","GW","2031",0
"Capacity","Electricity generation","Hydrogen","FPS","WORLD","Power","GW","2031",12.75490562
"Electricity generation","Coal","","FPS","AUS","Power","TWh","2031",76.10854506
"Electricity generation","Coal","","FPS","BRA","Power","TWh","2031",19.19814033
"Electricity generation","Coal","","FPS","CAN","Power","TWh","2031",0
"Electricity generation","Coal","","FPS","CHN","Power","TWh","2031",4668.681553
"Electricity generation","Coal","","FPS","CSA","Power","TWh","2031",63.62488221
"Electricity generation","Coal","","FPS","EEU","Power","TWh","2031",116.7602648
"Electricity generation","Coal","","FPS","EURA","Power","TWh","2031",205.3567995
"Electricity generation","Coal","","FPS","GCC","Power","TWh","2031",0
"Electricity generation","Coal","","FPS","IND","Power","TWh","2031",1197.616359
"Electricity generation","Coal","","FPS","IDN","Power","TWh","2031",365.2584786
"Electricity generation","Coal","","FPS","JPN","Power","TWh","2031",180.4917498
"Electricity generation","Coal","","FPS","MENA","Power","TWh","2031",220.2782897
"Electricity generation","Coal","","FPS","RUS","Power","TWh","2031",201.056911
"Electricity generation","Coal","","FPS","SA","Power","TWh","2031",30.83535733
"Electricity generation","Coal","","FPS","ZAF","Power","TWh","2031",130.1510813
"Electricity generation","Coal","","FPS","SEAO","Power","TWh","2031",516.770307
"Electricity generation","Coal","","FPS","KOR","Power","TWh","2031",156.9745541
"Electricity generation","Coal","","FPS","SSA","Power","TWh","2031",27.96900606
"Electricity generation","Coal","","FPS","GBR","Power","TWh","2031",0
"Electricity generation","Coal","","FPS","USA","Power","TWh","2031",218.4045157
"Electricity generation","Coal","","FPS","WEU","Power","TWh","2031",173.0787168
"Electricity generation","Coal","","FPS","WORLD","Power","TWh","2031",8568.615511
"Electricity generation","Coal CCS","","FPS","AUS","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","BRA","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","CAN","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","CHN","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","CSA","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","EEU","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","EURA","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","GCC","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","IND","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","IDN","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","JPN","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","MENA","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","RUS","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","SA","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","ZAF","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","SEAO","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","KOR","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","SSA","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","GBR","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","USA","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","WEU","Power","TWh","2031",0
"Electricity generation","Coal CCS","","FPS","WORLD","Power","TWh","2031",0
"Electricity generation","Oil","","FPS","AUS","Power","TWh","2031",2.334733411
"Electricity generation","Oil","","FPS","BRA","Power","TWh","2031",10.32750293
"Electricity generation","Oil","","FPS","CAN","Power","TWh","2031",0
"Electricity generation","Oil","","FPS","CHN","Power","TWh","2031",10.62595231
"Electricity generation","Oil","","FPS","CSA","Power","TWh","2031",97.74613949
"Electricity generation","Oil","","FPS","EEU","Power","TWh","2031",1.824009005
"Electricity generation","Oil","","FPS","EURA","Power","TWh","2031",2.096694861
"Electricity generation","Oil","","FPS","GCC","Power","TWh","2031",178.6791824
"Electricity generation","Oil","","FPS","IND","Power","TWh","2031",9.219300404
"Electricity generation","Oil","","FPS","IDN","Power","TWh","2031",24.73843818
"Electricity generation","Oil","","FPS","JPN","Power","TWh","2031",27.60698971
"Electricity generation","Oil","","FPS","MENA","Power","TWh","2031",204.9594879
"Electricity generation","Oil","","FPS","RUS","Power","TWh","2031",9.047566646
"Electricity generation","Oil","","FPS","SA","Power","TWh","2031",64.61421305
"Electricity generation","Oil","","FPS","ZAF","Power","TWh","2031",0.104140549
"Electricity generation","Oil","","FPS","SEAO","Power","TWh","2031",12.57218155
"Electricity generation","Oil","","FPS","KOR","Power","TWh","2031",7.917221668
"Electricity generation","Oil","","FPS","SSA","Power","TWh","2031",38.01754936
"Electricity generation","Oil","","FPS","GBR","Power","TWh","2031",0
"Electricity generation","Oil","","FPS","USA","Power","TWh","2031",0
"Electricity generation","Oil","","FPS","WEU","Power","TWh","2031",22.20060054
"Electricity generation","Oil","","FPS","WORLD","Power","TWh","2031",724.631904
"Electricity generation","Natural gas","","FPS","AUS","Power","TWh","2031",45.09337645
"Electricity generation","Natural gas","","FPS","BRA","Power","TWh","2031",53.56229017
"Electricity generation","Natural gas","","FPS","CAN","Power","TWh","2031",10.27120008
"Electricity generation","Natural gas","","FPS","CHN","Power","TWh","2031",263.3018984
"Electricity generation","Natural gas","","FPS","CSA","Power","TWh","2031",409.0804905
"Electricity generation","Natural gas","","FPS","EEU","Power","TWh","2031",32.09204889
"Electricity generation","Natural gas","","FPS","EURA","Power","TWh","2031",205.601943
"Electricity generation","Natural gas","","FPS","GCC","Power","TWh","2031",473.7130258
"Electricity generation","Natural gas","","FPS","IND","Power","TWh","2031",118.7281437
"Electricity generation","Natural gas","","FPS","IDN","Power","TWh","2031",135.6323486
"Electricity generation","Natural gas","","FPS","JPN","Power","TWh","2031",201.330179
"Electricity generation","Natural gas","","FPS","MENA","Power","TWh","2031",1048.668473
"Electricity generation","Natural gas","","FPS","RUS","Power","TWh","2031",596.2262792
"Electricity generation","Natural gas","","FPS","SA","Power","TWh","2031",195.5156594
"Electricity generation","Natural gas","","FPS","ZAF","Power","TWh","2031",0
"Electricity generation","Natural gas","","FPS","SEAO","Power","TWh","2031",483.8257885
"Electricity generation","Natural gas","","FPS","KOR","Power","TWh","2031",94.53139576
"Electricity generation","Natural gas","","FPS","SSA","Power","TWh","2031",134.6890049
"Electricity generation","Natural gas","","FPS","GBR","Power","TWh","2031",68.43433667
"Electricity generation","Natural gas","","FPS","USA","Power","TWh","2031",663.6275436
"Electricity generation","Natural gas","","FPS","WEU","Power","TWh","2031",283.9455907
"Electricity generation","Natural gas","","FPS","WORLD","Power","TWh","2031",5517.871016
"Electricity generation","Natural gas CCS","","FPS","AUS","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","BRA","Power","TWh","2031",4.554029804
"Electricity generation","Natural gas CCS","","FPS","CAN","Power","TWh","2031",12.88341146
"Electricity generation","Natural gas CCS","","FPS","CHN","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","CSA","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","EEU","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","EURA","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","GCC","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","IND","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","IDN","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","JPN","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","MENA","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","RUS","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","SA","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","ZAF","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","SEAO","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","KOR","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","SSA","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","GBR","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","USA","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","WEU","Power","TWh","2031",0
"Electricity generation","Natural gas CCS","","FPS","WORLD","Power","TWh","2031",17.43744126
"Electricity generation","Nuclear","","FPS","AUS","Power","TWh","2031",0
"Electricity generation","Nuclear","","FPS","BRA","Power","TWh","2031",16.96956788
"Electricity generation","Nuclear","","FPS","CAN","Power","TWh","2031",84.82780334
"Electricity generation","Nuclear","","FPS","CHN","Power","TWh","2031",630.5262557
"Electricity generation","Nuclear","","FPS","CSA","Power","TWh","2031",21.99073308
"Electricity generation","Nuclear","","FPS","EEU","Power","TWh","2031",99.28920343
"Electricity generation","Nuclear","","FPS","EURA","Power","TWh","2031",88.88506909
"Electricity generation","Nuclear","","FPS","GCC","Power","TWh","2031",0
"Electricity generation","Nuclear","","FPS","IND","Power","TWh","2031",126.5855699
"Electricity generation","Nuclear","","FPS","IDN","Power","TWh","2031",0
"Electricity generation","Nuclear","","FPS","JPN","Power","TWh","2031",55.63840814
"Electricity generation","Nuclear","","FPS","MENA","Power","TWh","2031",9.430525027
"Electricity generation","Nuclear","","FPS","RUS","Power","TWh","2031",190.2459835
"Electricity generation","Nuclear","","FPS","SA","Power","TWh","2031",14.35579773
"Electricity generation","Nuclear","","FPS","ZAF","Power","TWh","2031",12.71169085
"Electricity generation","Nuclear","","FPS","SEAO","Power","TWh","2031",29.31164962
"Electricity generation","Nuclear","","FPS","KOR","Power","TWh","2031",134.9829615
"Electricity generation","Nuclear","","FPS","SSA","Power","TWh","2031",0
"Electricity generation","Nuclear","","FPS","GBR","Power","TWh","2031",68.1538739
"Electricity generation","Nuclear","","FPS","USA","Power","TWh","2031",644.6134011
"Electricity generation","Nuclear","","FPS","WEU","Power","TWh","2031",560.7854257
"Electricity generation","Nuclear","","FPS","WORLD","Power","TWh","2031",2789.303919
"Electricity generation","Hydro","","FPS","AUS","Power","TWh","2031",15.04604846
"Electricity generation","Hydro","","FPS","BRA","Power","TWh","2031",475.9679668
"Electricity generation","Hydro","","FPS","CAN","Power","TWh","2031",331.1634212
"Electricity generation","Hydro","","FPS","CHN","Power","TWh","2031",1666.060591
"Electricity generation","Hydro","","FPS","CSA","Power","TWh","2031",407.5184091
"Electricity generation","Hydro","","FPS","EEU","Power","TWh","2031",52.08279597
"Electricity generation","Hydro","","FPS","EURA","Power","TWh","2031",112.3523225
"Electricity generation","Hydro","","FPS","GCC","Power","TWh","2031",0
"Electricity generation","Hydro","","FPS","IND","Power","TWh","2031",216.6482873
"Electricity generation","Hydro","","FPS","IDN","Power","TWh","2031",42.20780724
"Electricity generation","Hydro","","FPS","JPN","Power","TWh","2031",69.86517287
"Electricity generation","Hydro","","FPS","MENA","Power","TWh","2031",163.0925956
"Electricity generation","Hydro","","FPS","RUS","Power","TWh","2031",217.67323
"Electricity generation","Hydro","","FPS","SA","Power","TWh","2031",82.43855609
"Electricity generation","Hydro","","FPS","ZAF","Power","TWh","2031",2.430375523
"Electricity generation","Hydro","","FPS","SEAO","Power","TWh","2031",353.8601401
"Electricity generation","Hydro","","FPS","KOR","Power","TWh","2031",3.230825835
"Electricity generation","Hydro","","FPS","SSA","Power","TWh","2031",204.1578318
"Electricity generation","Hydro","","FPS","GBR","Power","TWh","2031",5.954550349
"Electricity generation","Hydro","","FPS","USA","Power","TWh","2031",321.2225957
"Electricity generation","Hydro","","FPS","WEU","Power","TWh","2031",472.688617
"Electricity generation","Hydro","","FPS","WORLD","Power","TWh","2031",5215.66214
"Electricity generation","Biomass","","FPS","AUS","Power","TWh","2031",7.368760716
"Electricity generation","Biomass","","FPS","BRA","Power","TWh","2031",74.54778901
"Electricity generation","Biomass","","FPS","CAN","Power","TWh","2031",16.1431217
"Electricity generation","Biomass","","FPS","CHN","Power","TWh","2031",221.4303363
"Electricity generation","Biomass","","FPS","CSA","Power","TWh","2031",40.0860682
"Electricity generation","Biomass","","FPS","EEU","Power","TWh","2031",36.24843935
"Electricity generation","Biomass","","FPS","EURA","Power","TWh","2031",3.105144474
"Electricity generation","Biomass","","FPS","GCC","Power","TWh","2031",0.006101374
"Electricity generation","Biomass","","FPS","IND","Power","TWh","2031",115.7977294
"Electricity generation","Biomass","","FPS","IDN","Power","TWh","2031",49.61538449
"Electricity generation","Biomass","","FPS","JPN","Power","TWh","2031",53.64427184
"Electricity generation","Biomass","","FPS","MENA","Power","TWh","2031",7.233997001
"Electricity generation","Biomass","","FPS","RUS","Power","TWh","2031",5.834206703
"Electricity generation","Biomass","","FPS","SA","Power","TWh","2031",3.986074096
"Electricity generation","Biomass","","FPS","ZAF","Power","TWh","2031",1.905164898
"Electricity generation","Biomass","","FPS","SEAO","Power","TWh","2031",47.02633752
"Electricity generation","Biomass","","FPS","KOR","Power","TWh","2031",13.84643826
"Electricity generation","Biomass","","FPS","SSA","Power","TWh","2031",5.073654622
"Electricity generation","Biomass","","FPS","GBR","Power","TWh","2031",49.41341342
"Electricity generation","Biomass","","FPS","USA","Power","TWh","2031",111.7017923
"Electricity generation","Biomass","","FPS","WEU","Power","TWh","2031",191.8168279
"Electricity generation","Biomass","","FPS","WORLD","Power","TWh","2031",1055.831053
"Electricity generation","Biomass CCS","","FPS","AUS","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","BRA","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","CAN","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","CHN","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","CSA","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","EEU","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","EURA","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","GCC","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","IND","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","IDN","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","JPN","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","MENA","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","RUS","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","SA","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","ZAF","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","SEAO","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","KOR","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","SSA","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","GBR","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","USA","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","WEU","Power","TWh","2031",0
"Electricity generation","Biomass CCS","","FPS","WORLD","Power","TWh","2031",0
"Electricity generation","Solar","","FPS","AUS","Power","TWh","2031",61.80659852
"Electricity generation","Solar","","FPS","BRA","Power","TWh","2031",24.13680213
"Electricity generation","Solar","","FPS","CAN","Power","TWh","2031",39.65541001
"Electricity generation","Solar","","FPS","CHN","Power","TWh","2031",1671.341277
"Electricity generation","Solar","","FPS","CSA","Power","TWh","2031",134.4091768
"Electricity generation","Solar","","FPS","EEU","Power","TWh","2031",142.8399632
"Electricity generation","Solar","","FPS","EURA","Power","TWh","2031",54.19800666
"Electricity generation","Solar","","FPS","GCC","Power","TWh","2031",104.3867973
"Electricity generation","Solar","","FPS","IND","Power","TWh","2031",525.7450358
"Electricity generation","Solar","","FPS","IDN","Power","TWh","2031",114.6409844
"Electricity generation","Solar","","FPS","JPN","Power","TWh","2031",226.6257116
"Electricity generation","Solar","","FPS","MENA","Power","TWh","2031",142.1542786
"Electricity generation","Solar","","FPS","RUS","Power","TWh","2031",32.51559412
"Electricity generation","Solar","","FPS","SA","Power","TWh","2031",56.05383127
"Electricity generation","Solar","","FPS","ZAF","Power","TWh","2031",90.66224672
"Electricity generation","Solar","","FPS","SEAO","Power","TWh","2031",88.05260986
"Electricity generation","Solar","","FPS","KOR","Power","TWh","2031",104.92053
"Electricity generation","Solar","","FPS","SSA","Power","TWh","2031",97.52224893
"Electricity generation","Solar","","FPS","GBR","Power","TWh","2031",40.38204413
"Electricity generation","Solar","","FPS","USA","Power","TWh","2031",1633.595031
"Electricity generation","Solar","","FPS","WEU","Power","TWh","2031",375.2505623
"Electricity generation","Solar","","FPS","WORLD","Power","TWh","2031",5760.89474
"Electricity generation","Onshore wind","","FPS","AUS","Power","TWh","2031",77.60979089
"Electricity generation","Onshore wind","","FPS","BRA","Power","TWh","2031",107.7470617
"Electricity generation","Onshore wind","","FPS","CAN","Power","TWh","2031",102.7804773
"Electricity generation","Onshore wind","","FPS","CHN","Power","TWh","2031",2083.937413
"Electricity generation","Onshore wind","","FPS","CSA","Power","TWh","2031",246.8691108
"Electricity generation","Onshore wind","","FPS","EEU","Power","TWh","2031",58.72903583
"Electricity generation","Onshore wind","","FPS","EURA","Power","TWh","2031",64.34264641
"Electricity generation","Onshore wind","","FPS","GCC","Power","TWh","2031",7.702969757
"Electricity generation","Onshore wind","","FPS","IND","Power","TWh","2031",612.7846691
"Electricity generation","Onshore wind","","FPS","IDN","Power","TWh","2031",19.01762866
"Electricity generation","Onshore wind","","FPS","JPN","Power","TWh","2031",36.18353062
"Electricity generation","Onshore wind","","FPS","MENA","Power","TWh","2031",192.4690557
"Electricity generation","Onshore wind","","FPS","RUS","Power","TWh","2031",11.22724666
"Electricity generation","Onshore wind","","FPS","SA","Power","TWh","2031",53.23140049
"Electricity generation","Onshore wind","","FPS","ZAF","Power","TWh","2031",92.0494491
"Electricity generation","Onshore wind","","FPS","SEAO","Power","TWh","2031",72.0674697
"Electricity generation","Onshore wind","","FPS","KOR","Power","TWh","2031",31.78105234
"Electricity generation","Onshore wind","","FPS","SSA","Power","TWh","2031",56.37583137
"Electricity generation","Onshore wind","","FPS","GBR","Power","TWh","2031",78.93170488
"Electricity generation","Onshore wind","","FPS","USA","Power","TWh","2031",633.6875225
"Electricity generation","Onshore wind","","FPS","WEU","Power","TWh","2031",475.4475199
"Electricity generation","Onshore wind","","FPS","WORLD","Power","TWh","2031",5114.972587
"Electricity generation","Offshore wind","","FPS","AUS","Power","TWh","2031",10.17574795
"Electricity generation","Offshore wind","","FPS","BRA","Power","TWh","2031",6.66852549
"Electricity generation","Offshore wind","","FPS","CAN","Power","TWh","2031",20.53049999
"Electricity generation","Offshore wind","","FPS","CHN","Power","TWh","2031",156.3949141
"Electricity generation","Offshore wind","","FPS","CSA","Power","TWh","2031",18.9334044
"Electricity generation","Offshore wind","","FPS","EEU","Power","TWh","2031",16.37627552
"Electricity generation","Offshore wind","","FPS","EURA","Power","TWh","2031",9.36811818
"Electricity generation","Offshore wind","","FPS","GCC","Power","TWh","2031",1.668671024
"Electricity generation","Offshore wind","","FPS","IND","Power","TWh","2031",34.50090015
"Electricity generation","Offshore wind","","FPS","IDN","Power","TWh","2031",7.374468587
"Electricity generation","Offshore wind","","FPS","JPN","Power","TWh","2031",32.35189286
"Electricity generation","Offshore wind","","FPS","MENA","Power","TWh","2031",11.88244777
"Electricity generation","Offshore wind","","FPS","RUS","Power","TWh","2031",3.424430125
"Electricity generation","Offshore wind","","FPS","SA","Power","TWh","2031",2.776227632
"Electricity generation","Offshore wind","","FPS","ZAF","Power","TWh","2031",8.830704493
"Electricity generation","Offshore wind","","FPS","SEAO","Power","TWh","2031",8.079725342
"Electricity generation","Offshore wind","","FPS","KOR","Power","TWh","2031",22.65829349
"Electricity generation","Offshore wind","","FPS","SSA","Power","TWh","2031",6.094973478
"Electricity generation","Offshore wind","","FPS","GBR","Power","TWh","2031",93.14612162
"Electricity generation","Offshore wind","","FPS","USA","Power","TWh","2031",454.1242244
"Electricity generation","Offshore wind","","FPS","WEU","Power","TWh","2031",106.3736448
"Electricity generation","Offshore wind","","FPS","WORLD","Power","TWh","2031",1031.734211
"Electricity generation","Hydrogen","","FPS","AUS","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","BRA","Power","TWh","2031",4.554029804
"Electricity generation","Hydrogen","","FPS","CAN","Power","TWh","2031",12.88341146
"Electricity generation","Hydrogen","","FPS","CHN","Power","TWh","2031",0
