"Variable_class","Sub_variable_class_1","Sub_variable_class_2","Scenario","Region","Sector","Units","year","value"
"Electricity generation","Hydrogen","","FPS","CSA","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","EEU","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","EURA","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","GCC","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","IND","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","IDN","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","JPN","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","MENA","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","RUS","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","SA","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","ZAF","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","SEAO","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","KOR","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","SSA","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","GBR","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","USA","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","WEU","Power","TWh","2031",0
"Electricity generation","Hydrogen","","FPS","WORLD","Power","TWh","2031",17.43744126
"Capacity","Electricity generation","Coal","RPS","AUS","Power","GW","2031",0
"Capacity","Electricity generation","Coal","RPS","BRA","Power","GW","2031",1.160475093
"Capacity","Electricity generation","Coal","RPS","CAN","Power","GW","2031",0
"Capacity","Electricity generation","Coal","RPS","CHN","Power","GW","2031",336.716855
"Capacity","Electricity generation","Coal","RPS","CSA","Power","GW","2031",3.798296627
"Capacity","Electricity generation","Coal","RPS","EEU","Power","GW","2031",0
"Capacity","Electricity generation","Coal","RPS","EURA","Power","GW","2031",35.74586127
"Capacity","Electricity generation","Coal","RPS","GCC","Power","GW","2031",0
"Capacity","Electricity generation","Coal","RPS","IND","Power","GW","2031",140.4037891
"Capacity","Electricity generation","Coal","RPS","IDN","Power","GW","2031",29.24256002
"Capacity","Electricity generation","Coal","RPS","JPN","Power","GW","2031",8.598211845
"Capacity","Electricity generation","Coal","RPS","MENA","Power","GW","2031",31.39626692
"Capacity","Electricity generation","Coal","RPS","RUS","Power","GW","2031",30.66492058
"Capacity","Electricity generation","Coal","RPS","SA","Power","GW","2031",5.719695901
"Capacity","Electricity generation","Coal","RPS","ZAF","Power","GW","2031",9.591371726
"Capacity","Electricity generation","Coal","RPS","SEAO","Power","GW","2031",48.45378666
"Capacity","Electricity generation","Coal","RPS","KOR","Power","GW","2031",7.120123427
"Capacity","Electricity generation","Coal","RPS","SSA","Power","GW","2031",5.584820223
"Capacity","Electricity generation","Coal","RPS","GBR","Power","GW","2031",0
"Capacity","Electricity generation","Coal","RPS","USA","Power","GW","2031",0
"Capacity","Electricity generation","Coal","RPS","WEU","Power","GW","2031",0
"Capacity","Electricity generation","Coal","RPS","WORLD","Power","GW","2031",694.1970345
"Capacity","Electricity generation","Coal CCS","RPS","AUS","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","BRA","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","CAN","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","CHN","Power","GW","2031",29.81611672
"Capacity","Electricity generation","Coal CCS","RPS","CSA","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","EEU","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","EURA","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","GCC","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","IND","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","IDN","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","JPN","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","MENA","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","RUS","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","SA","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","ZAF","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","SEAO","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","KOR","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","SSA","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","GBR","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","USA","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","WEU","Power","GW","2031",0
"Capacity","Electricity generation","Coal CCS","RPS","WORLD","Power","GW","2031",29.81611672
"Capacity","Electricity generation","Oil","RPS","AUS","Power","GW","2031",0
"Capacity","Electricity generation","Oil","RPS","BRA","Power","GW","2031",2.045965681
"Capacity","Electricity generation","Oil","RPS","CAN","Power","GW","2031",0
"Capacity","Electricity generation","Oil","RPS","CHN","Power","GW","2031",4.16795919
"Capacity","Electricity generation","Oil","RPS","CSA","Power","GW","2031",12.83945817
"Capacity","Electricity generation","Oil","RPS","EEU","Power","GW","2031",0
"Capacity","Electricity generation","Oil","RPS","EURA","Power","GW","2031",8.869897378
"Capacity","Electricity generation","Oil","RPS","GCC","Power","GW","2031",43.74677139
"Capacity","Electricity generation","Oil","RPS","IND","Power","GW","2031",4.801843399
"Capacity","Electricity generation","Oil","RPS","IDN","Power","GW","2031",10.85151803
"Capacity","Electricity generation","Oil","RPS","JPN","Power","GW","2031",4.980399859
"Capacity","Electricity generation","Oil","RPS","MENA","Power","GW","2031",56.64183247
"Capacity","Electricity generation","Oil","RPS","RUS","Power","GW","2031",11.3442178
"Capacity","Electricity generation","Oil","RPS","SA","Power","GW","2031",19.35063369
"Capacity","Electricity generation","Oil","RPS","ZAF","Power","GW","2031",0.721407508
"Capacity","Electricity generation","Oil","RPS","SEAO","Power","GW","2031",21.04729
"Capacity","Electricity generation","Oil","RPS","KOR","Power","GW","2031",0.440665234
"Capacity","Electricity generation","Oil","RPS","SSA","Power","GW","2031",21.649677
"Capacity","Electricity generation","Oil","RPS","GBR","Power","GW","2031",0
"Capacity","Electricity generation","Oil","RPS","USA","Power","GW","2031",0
"Capacity","Electricity generation","Oil","RPS","WEU","Power","GW","2031",0
"Capacity","Electricity generation","Oil","RPS","WORLD","Power","GW","2031",223.4995368
"Capacity","Electricity generation","Natural gas","RPS","AUS","Power","GW","2031",10.14097632
"Capacity","Electricity generation","Natural gas","RPS","BRA","Power","GW","2031",8.393545653
"Capacity","Electricity generation","Natural gas","RPS","CAN","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas","RPS","CHN","Power","GW","2031",33.33486638
"Capacity","Electricity generation","Natural gas","RPS","CSA","Power","GW","2031",61.72893508
"Capacity","Electricity generation","Natural gas","RPS","EEU","Power","GW","2031",4.334996899
"Capacity","Electricity generation","Natural gas","RPS","EURA","Power","GW","2031",41.89533895
"Capacity","Electricity generation","Natural gas","RPS","GCC","Power","GW","2031",93.89888379
"Capacity","Electricity generation","Natural gas","RPS","IND","Power","GW","2031",35.36251598
"Capacity","Electricity generation","Natural gas","RPS","IDN","Power","GW","2031",16.31368011
"Capacity","Electricity generation","Natural gas","RPS","JPN","Power","GW","2031",10.1180228
"Capacity","Electricity generation","Natural gas","RPS","MENA","Power","GW","2031",177.6127141
"Capacity","Electricity generation","Natural gas","RPS","RUS","Power","GW","2031",91.17874663
"Capacity","Electricity generation","Natural gas","RPS","SA","Power","GW","2031",39.66910319
"Capacity","Electricity generation","Natural gas","RPS","ZAF","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas","RPS","SEAO","Power","GW","2031",67.10321097
"Capacity","Electricity generation","Natural gas","RPS","KOR","Power","GW","2031",7.235533181
"Capacity","Electricity generation","Natural gas","RPS","SSA","Power","GW","2031",47.86263922
"Capacity","Electricity generation","Natural gas","RPS","GBR","Power","GW","2031",7.524467464
"Capacity","Electricity generation","Natural gas","RPS","USA","Power","GW","2031",106.7907367
"Capacity","Electricity generation","Natural gas","RPS","WEU","Power","GW","2031",35.2583145
"Capacity","Electricity generation","Natural gas","RPS","WORLD","Power","GW","2031",895.7572279
"Capacity","Electricity generation","Natural gas CCS","RPS","AUS","Power","GW","2031",5.040904075
"Capacity","Electricity generation","Natural gas CCS","RPS","BRA","Power","GW","2031",8.850364452
"Capacity","Electricity generation","Natural gas CCS","RPS","CAN","Power","GW","2031",17.57650045
"Capacity","Electricity generation","Natural gas CCS","RPS","CHN","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas CCS","RPS","CSA","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas CCS","RPS","EEU","Power","GW","2031",30.31208781
"Capacity","Electricity generation","Natural gas CCS","RPS","EURA","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas CCS","RPS","GCC","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas CCS","RPS","IND","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas CCS","RPS","IDN","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas CCS","RPS","JPN","Power","GW","2031",7.474916486
"Capacity","Electricity generation","Natural gas CCS","RPS","MENA","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas CCS","RPS","RUS","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas CCS","RPS","SA","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas CCS","RPS","ZAF","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas CCS","RPS","SEAO","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas CCS","RPS","KOR","Power","GW","2031",5.524837678
"Capacity","Electricity generation","Natural gas CCS","RPS","SSA","Power","GW","2031",0
"Capacity","Electricity generation","Natural gas CCS","RPS","GBR","Power","GW","2031",8.419063923
"Capacity","Electricity generation","Natural gas CCS","RPS","USA","Power","GW","2031",65.20232321
"Capacity","Electricity generation","Natural gas CCS","RPS","WEU","Power","GW","2031",78.66347975
"Capacity","Electricity generation","Natural gas CCS","RPS","WORLD","Power","GW","2031",227.0644778
"Capacity","Electricity generation","Nuclear","RPS","AUS","Power","GW","2031",0
"Capacity","Electricity generation","Nuclear","RPS","BRA","Power","GW","2031",2.340807073
"Capacity","Electricity generation","Nuclear","RPS","CAN","Power","GW","2031",12.274934
"Capacity","Electricity generation","Nuclear","RPS","CHN","Power","GW","2031",93.99352139
"Capacity","Electricity generation","Nuclear","RPS","CSA","Power","GW","2031",3.406555736
"Capacity","Electricity generation","Nuclear","RPS","EEU","Power","GW","2031",14.20943117
"Capacity","Electricity generation","Nuclear","RPS","EURA","Power","GW","2031",13.22780141
"Capacity","Electricity generation","Nuclear","RPS","GCC","Power","GW","2031",0
"Capacity","Electricity generation","Nuclear","RPS","IND","Power","GW","2031",16.17823204
"Capacity","Electricity generation","Nuclear","RPS","IDN","Power","GW","2031",0
"Capacity","Electricity generation","Nuclear","RPS","JPN","Power","GW","2031",12.38576465
"Capacity","Electricity generation","Nuclear","RPS","MENA","Power","GW","2031",1.248631704
"Capacity","Electricity generation","Nuclear","RPS","RUS","Power","GW","2031",25.61660403
"Capacity","Electricity generation","Nuclear","RPS","SA","Power","GW","2031",1.978690663
"Capacity","Electricity generation","Nuclear","RPS","ZAF","Power","GW","2031",1.952534218
"Capacity","Electricity generation","Nuclear","RPS","SEAO","Power","GW","2031",4.117735142
"Capacity","Electricity generation","Nuclear","RPS","KOR","Power","GW","2031",20.9225026
"Capacity","Electricity generation","Nuclear","RPS","SSA","Power","GW","2031",0
"Capacity","Electricity generation","Nuclear","RPS","GBR","Power","GW","2031",9.748625036
"Capacity","Electricity generation","Nuclear","RPS","USA","Power","GW","2031",84.98867177
"Capacity","Electricity generation","Nuclear","RPS","WEU","Power","GW","2031",85.04159942
"Capacity","Electricity generation","Nuclear","RPS","WORLD","Power","GW","2031",403.6326421
"Capacity","Electricity generation","Hydro","RPS","AUS","Power","GW","2031",4.186934964
"Capacity","Electricity generation","Hydro","RPS","BRA","Power","GW","2031",128.441641
"Capacity","Electricity generation","Hydro","RPS","CAN","Power","GW","2031",82.26405395
"Capacity","Electricity generation","Hydro","RPS","CHN","Power","GW","2031",442.3522133
"Capacity","Electricity generation","Hydro","RPS","CSA","Power","GW","2031",110.6245579
"Capacity","Electricity generation","Hydro","RPS","EEU","Power","GW","2031",15.15753308
"Capacity","Electricity generation","Hydro","RPS","EURA","Power","GW","2031",30.0807812
"Capacity","Electricity generation","Hydro","RPS","GCC","Power","GW","2031",0
"Capacity","Electricity generation","Hydro","RPS","IND","Power","GW","2031",57.99306486
"Capacity","Electricity generation","Hydro","RPS","IDN","Power","GW","2031",11.33127559
"Capacity","Electricity generation","Hydro","RPS","JPN","Power","GW","2031",19.16941964
"Capacity","Electricity generation","Hydro","RPS","MENA","Power","GW","2031",43.96801048
"Capacity","Electricity generation","Hydro","RPS","RUS","Power","GW","2031",57.31873121
"Capacity","Electricity generation","Hydro","RPS","SA","Power","GW","2031",21.97779085
"Capacity","Electricity generation","Hydro","RPS","ZAF","Power","GW","2031",0.588777747
"Capacity","Electricity generation","Hydro","RPS","SEAO","Power","GW","2031",94.80020076
"Capacity","Electricity generation","Hydro","RPS","KOR","Power","GW","2031",0.849442019
"Capacity","Electricity generation","Hydro","RPS","SSA","Power","GW","2031",55.36966271
"Capacity","Electricity generation","Hydro","RPS","GBR","Power","GW","2031",1.54647108
"Capacity","Electricity generation","Hydro","RPS","USA","Power","GW","2031",87.27269498
"Capacity","Electricity generation","Hydro","RPS","WEU","Power","GW","2031",133.0963002
"Capacity","Electricity generation","Hydro","RPS","WORLD","Power","GW","2031",1398.389557
"Capacity","Electricity generation","Biomass","RPS","AUS","Power","GW","2031",2.303268881
