scenario;year;region;technology;levelized_cost
baseline;2047;CIS;DRI-Melt-BOF+CCUS;501.8
baseline;2047;CIS;DRI-Melt-BOF_100% zero-C H2;528.9
baseline;2047;CIS;EAF;401.7
baseline;2047;CIS;Electrolyzer-EAF;630.5
baseline;2047;CIS;Electrowinning-EAF;606.8
baseline;2047;CIS;Smelting Reduction;405.3
baseline;2047;CIS;Smelting Reduction+CCUS;482.4
baseline;2047;China;Avg BF-BOF;438.2
baseline;2047;China;BAT BF-BOF;468.9
baseline;2047;China;BAT BF-BOF+BECCUS;784.7
baseline;2047;China;BAT BF-BOF+CCU;729.2
baseline;2047;China;BAT BF-BOF+CCUS;704.5
baseline;2047;China;BAT BF-BOF_H2 PCI;477.4
baseline;2047;China;BAT BF-BOF_bio PCI;528
baseline;2047;China;DRI-EAF;496
baseline;2047;China;DRI-EAF+CCUS;619.8
baseline;2047;China;DRI-EAF_100% green H2;560.2
baseline;2047;China;DRI-EAF_50% bio-CH4;544.5
baseline;2047;China;DRI-EAF_50% green H2;497.2
baseline;2047;China;DRI-Melt-BOF;440.1
baseline;2047;China;DRI-Melt-BOF+CCUS;545.4
baseline;2047;China;DRI-Melt-BOF_100% zero-C H2;543.1
baseline;2047;China;EAF;411.2
baseline;2047;China;Electrolyzer-EAF;661.1
baseline;2047;China;Electrowinning-EAF;634.4
baseline;2047;China;Smelting Reduction;415
baseline;2047;China;Smelting Reduction+CCUS;497.4
baseline;2047;Europe;Avg BF-BOF;457.8
baseline;2047;Europe;BAT BF-BOF;483.3
baseline;2047;Europe;BAT BF-BOF+BECCUS;758.2
baseline;2047;Europe;BAT BF-BOF+CCU;818.8
baseline;2047;Europe;BAT BF-BOF+CCUS;697.1
baseline;2047;Europe;BAT BF-BOF_H2 PCI;501.8
baseline;2047;Europe;BAT BF-BOF_bio PCI;519.9
baseline;2047;Europe;DRI-EAF;475.5
baseline;2047;Europe;DRI-EAF+CCUS;588.1
baseline;2047;Europe;DRI-EAF_100% green H2;584.9
baseline;2047;Europe;DRI-EAF_50% bio-CH4;512.1
baseline;2047;Europe;DRI-EAF_50% green H2;492.7
baseline;2047;Europe;DRI-Melt-BOF;425.9
baseline;2047;Europe;DRI-Melt-BOF+CCUS;522.2
baseline;2047;Europe;DRI-Melt-BOF_100% zero-C H2;566.7
baseline;2047;Europe;EAF;402.6
baseline;2047;Europe;Electrolyzer-EAF;617.6
baseline;2047;Europe;Electrowinning-EAF;595.1
baseline;2047;Europe;Smelting Reduction;404.2
baseline;2047;Europe;Smelting Reduction+CCUS;479
baseline;2047;India;Avg BF-BOF;442.2
baseline;2047;India;BAT BF-BOF;472
baseline;2047;India;BAT BF-BOF+BECCUS;836.3
baseline;2047;India;BAT BF-BOF+CCU;722.3
baseline;2047;India;BAT BF-BOF+CCUS;756.9
baseline;2047;India;BAT BF-BOF_H2 PCI;480.1
baseline;2047;India;BAT BF-BOF_bio PCI;525.9
baseline;2047;India;DRI-EAF;477.9
baseline;2047;India;DRI-EAF+CCUS;627.8
baseline;2047;India;DRI-EAF_100% green H2;547
baseline;2047;India;DRI-EAF_50% bio-CH4;527.8
baseline;2047;India;DRI-EAF_50% green H2;482
baseline;2047;India;DRI-Melt-BOF;426.7
baseline;2047;India;DRI-Melt-BOF+CCUS;559.1
baseline;2047;India;DRI-Melt-BOF_100% zero-C H2;529.6
baseline;2047;India;EAF;404.8
baseline;2047;India;Electrolyzer-EAF;632.1
baseline;2047;India;Electrowinning-EAF;608.2
baseline;2047;India;Smelting Reduction;405.7
baseline;2047;India;Smelting Reduction+CCUS;529.5
baseline;2047;Japan, South Korea, and Taiwan;Avg BF-BOF;441.1
baseline;2047;Japan, South Korea, and Taiwan;BAT BF-BOF;471.2
baseline;2047;Japan, South Korea, and Taiwan;BAT BF-BOF+BECCUS;822
baseline;2047;Japan, South Korea, and Taiwan;BAT BF-BOF+CCU;750.9
baseline;2047;Japan, South Korea, and Taiwan;BAT BF-BOF+CCUS;739.9
baseline;2047;Japan, South Korea, and Taiwan;BAT BF-BOF_H2 PCI;482.2
baseline;2047;Japan, South Korea, and Taiwan;BAT BF-BOF_bio PCI;529.6
baseline;2047;Japan, South Korea, and Taiwan;DRI-EAF;484.1
baseline;2047;Japan, South Korea, and Taiwan;DRI-EAF+CCUS;625.6
baseline;2047;Japan, South Korea, and Taiwan;DRI-EAF_100% green H2;561.7
baseline;2047;Japan, South Korea, and Taiwan;DRI-EAF_50% bio-CH4;536.6
baseline;2047;Japan, South Korea, and Taiwan;DRI-EAF_50% green H2;490.2
baseline;2047;Japan, South Korea, and Taiwan;DRI-Melt-BOF;431.2
baseline;2047;Japan, South Korea, and Taiwan;DRI-Melt-BOF+CCUS;554.9
baseline;2047;Japan, South Korea, and Taiwan;DRI-Melt-BOF_100% zero-C H2;544.4
baseline;2047;Japan, South Korea, and Taiwan;EAF;407.1
baseline;2047;Japan, South Korea, and Taiwan;Electrolyzer-EAF;643
baseline;2047;Japan, South Korea, and Taiwan;Electrowinning-EAF;618
baseline;2047;Japan, South Korea, and Taiwan;Smelting Reduction;411.3
baseline;2047;Japan, South Korea, and Taiwan;Smelting Reduction+CCUS;521.6
baseline;2047;Middle East;Avg BF-BOF;439.6
baseline;2047;Middle East;BAT BF-BOF;470
baseline;2047;Middle East;BAT BF-BOF+BECCUS;787.3
baseline;2047;Middle East;BAT BF-BOF+CCU;733.6
baseline;2047;Middle East;BAT BF-BOF+CCUS;703.9
baseline;2047;Middle East;BAT BF-BOF_H2 PCI;478.1
baseline;2047;Middle East;BAT BF-BOF_bio PCI;532.7
baseline;2047;Middle East;DRI-EAF;455.6
baseline;2047;Middle East;DRI-EAF+CCUS;578.4
baseline;2047;Middle East;DRI-EAF_100% green H2;558.7
baseline;2047;Middle East;DRI-EAF_50% bio-CH4;526.9
baseline;2047;Middle East;DRI-EAF_50% green H2;465.3
baseline;2047;Middle East;DRI-Melt-BOF;404.3
baseline;2047;Middle East;DRI-Melt-BOF+CCUS;508.8
baseline;2047;Middle East;DRI-Melt-BOF_100% zero-C H2;541.4
baseline;2047;Middle East;EAF;406.4
baseline;2047;Middle East;Electrolyzer-EAF;657.5
baseline;2047;Middle East;Electrowinning-EAF;631.1
baseline;2047;Middle East;Smelting Reduction;409.7
baseline;2047;Middle East;Smelting Reduction+CCUS;491.5
baseline;2047;NAFTA;Avg BF-BOF;433.8
baseline;2047;NAFTA;BAT BF-BOF;466.7
baseline;2047;NAFTA;BAT BF-BOF+BECCUS;718.1
baseline;2047;NAFTA;BAT BF-BOF+CCU;723.5
baseline;2047;NAFTA;BAT BF-BOF+CCUS;645.3
baseline;2047;NAFTA;BAT BF-BOF_H2 PCI;478.5
baseline;2047;NAFTA;BAT BF-BOF_bio PCI;521.1
baseline;2047;NAFTA;DRI-EAF;439.9
baseline;2047;NAFTA;DRI-EAF+CCUS;531.2
baseline;2047;NAFTA;DRI-EAF_100% green H2;522.2
baseline;2047;NAFTA;DRI-EAF_50% bio-CH4;498.3
baseline;2047;NAFTA;DRI-EAF_50% green H2;451.8
baseline;2047;NAFTA;DRI-Melt-BOF;399.3
baseline;2047;NAFTA;DRI-Melt-BOF+CCUS;476.9
baseline;2047;NAFTA;DRI-Melt-BOF_100% zero-C H2;505
baseline;2047;NAFTA;EAF;389.6
baseline;2047;NAFTA;Electrolyzer-EAF;563.2
baseline;2047;NAFTA;Electrowinning-EAF;546.1
baseline;2047;NAFTA;Smelting Reduction;384.8
baseline;2047;NAFTA;Smelting Reduction+CCUS;439.8
baseline;2047;RoW;Avg BF-BOF;441.4
baseline;2047;RoW;BAT BF-BOF;471.4
baseline;2047;RoW;BAT BF-BOF+BECCUS;788.6
baseline;2047;RoW;BAT BF-BOF+CCU;726.5
baseline;2047;RoW;BAT BF-BOF+CCUS;710.2
baseline;2047;RoW;BAT BF-BOF_H2 PCI;479.4
baseline;2047;RoW;BAT BF-BOF_bio PCI;527.7
baseline;2047;RoW;DRI-EAF;480.1
baseline;2047;RoW;DRI-EAF+CCUS;605.4
baseline;2047;RoW;DRI-EAF_100% green H2;553.2
baseline;2047;RoW;DRI-EAF_50% bio-CH4;532.8
baseline;2047;RoW;DRI-EAF_50% green H2;484.2
baseline;2047;RoW;DRI-Melt-BOF;427.4
baseline;2047;RoW;DRI-Melt-BOF+CCUS;535
baseline;2047;RoW;DRI-Melt-BOF_100% zero-C H2;535.8
baseline;2047;RoW;EAF;407.1
baseline;2047;RoW;Electrolyzer-EAF;645.4
baseline;2047;RoW;Electrowinning-EAF;620.2
baseline;2047;RoW;Smelting Reduction;407.4
baseline;2047;RoW;Smelting Reduction+CCUS;494.8
baseline;2047;South and Central America;Avg BF-BOF;442.4
baseline;2047;South and Central America;BAT BF-BOF;472.3
baseline;2047;South and Central America;BAT BF-BOF+BECCUS;768.4
baseline;2047;South and Central America;BAT BF-BOF+CCU;739.8
baseline;2047;South and Central America;BAT BF-BOF+CCUS;692.8
baseline;2047;South and Central America;BAT BF-BOF_H2 PCI;482.4
baseline;2047;South and Central America;BAT BF-BOF_bio PCI;526.5
baseline;2047;South and Central America;DRI-EAF;477.3
baseline;2047;South and Central America;DRI-EAF+CCUS;592.7
baseline;2047;South and Central America;DRI-EAF_100% green H2;552.7
baseline;2047;South and Central America;DRI-EAF_50% bio-CH4;527.7
baseline;2047;South and Central America;DRI-EAF_50% green H2;483.5
baseline;2047;South and Central America;DRI-Melt-BOF;426.5
baseline;2047;South and Central America;DRI-Melt-BOF+CCUS;525
baseline;2047;South and Central America;DRI-Melt-BOF_100% zero-C H2;535.3
baseline;2047;South and Central America;EAF;404.1
baseline;2047;South and Central America;Electrolyzer-EAF;628.5
baseline;2047;South and Central America;Electrowinning-EAF;604.9
baseline;2047;South and Central America;Smelting Reduction;405.1
baseline;2047;South and Central America;Smelting Reduction+CCUS;481.8
baseline;2047;Southeast Asia;Avg BF-BOF;440.5
baseline;2047;Southeast Asia;BAT BF-BOF;470.7
baseline;2047;Southeast Asia;BAT BF-BOF+BECCUS;784.6
baseline;2047;Southeast Asia;BAT BF-BOF+CCU;730.3
baseline;2047;Southeast Asia;BAT BF-BOF+CCUS;704.6
baseline;2047;Southeast Asia;BAT BF-BOF_H2 PCI;478.7
baseline;2047;Southeast Asia;BAT BF-BOF_bio PCI;529.3
baseline;2047;Southeast Asia;DRI-EAF;482.1
baseline;2047;Southeast Asia;DRI-EAF+CCUS;605
baseline;2047;Southeast Asia;DRI-EAF_100% green H2;558.7
baseline;2047;Southeast Asia;DRI-EAF_50% bio-CH4;537.3
baseline;2047;Southeast Asia;DRI-EAF_50% green H2;486.2
baseline;2047;Southeast Asia;DRI-Melt-BOF;428
baseline;2047;Southeast Asia;DRI-Melt-BOF+CCUS;532.6
baseline;2047;Southeast Asia;DRI-Melt-BOF_100% zero-C H2;541.4
baseline;2047;Southeast Asia;EAF;409.2
baseline;2047;Southeast Asia;Electrolyzer-EAF;657.5
baseline;2047;Southeast Asia;Electrowinning-EAF;631.1
baseline;2047;Southeast Asia;Smelting Reduction;409.4
baseline;2047;Southeast Asia;Smelting Reduction+CCUS;491.2
baseline;2048;Africa;Avg BF-BOF;439.9
baseline;2048;Africa;BAT BF-BOF;470.2
baseline;2048;Africa;BAT BF-BOF+BECCUS;855.1
baseline;2048;Africa;BAT BF-BOF+CCU;750.9
baseline;2048;Africa;BAT BF-BOF+CCUS;768.2
baseline;2048;Africa;BAT BF-BOF_H2 PCI;480.4
baseline;2048;Africa;BAT BF-BOF_bio PCI;532.3
baseline;2048;Africa;DRI-EAF;482.7
baseline;2048;Africa;DRI-EAF+CCUS;639.5
baseline;2048;Africa;DRI-EAF_100% green H2;567.6
baseline;2048;Africa;DRI-EAF_50% bio-CH4;541.5
baseline;2048;Africa;DRI-EAF_50% green H2;489
baseline;2048;Africa;DRI-Melt-BOF;428.2
baseline;2048;Africa;DRI-Melt-BOF+CCUS;566.6
baseline;2048;Africa;DRI-Melt-BOF_100% zero-C H2;550.4
baseline;2048;Africa;EAF;409.9
baseline;2048;Africa;Electrolyzer-EAF;660.8
baseline;2048;Africa;Electrowinning-EAF;633.8
baseline;2048;Africa;Smelting Reduction;410
baseline;2048;Africa;Smelting Reduction+CCUS;538.9
baseline;2048;CIS;Avg BF-BOF;441.8
baseline;2048;CIS;BAT BF-BOF;471.8
baseline;2048;CIS;BAT BF-BOF+BECCUS;770.6
baseline;2048;CIS;BAT BF-BOF+CCU;724.9
baseline;2048;CIS;BAT BF-BOF+CCUS;692.2
baseline;2048;CIS;BAT BF-BOF_H2 PCI;479.8
baseline;2048;CIS;BAT BF-BOF_bio PCI;529.6
baseline;2048;CIS;DRI-EAF;450.8
baseline;2048;CIS;DRI-EAF+CCUS;565.8
baseline;2048;CIS;DRI-EAF_100% green H2;545.6
baseline;2048;CIS;DRI-EAF_50% bio-CH4;516.9
baseline;2048;CIS;DRI-EAF_50% green H2;460.5
baseline;2048;CIS;DRI-Melt-BOF;402.8
baseline;2048;CIS;DRI-Melt-BOF+CCUS;501.3
baseline;2048;CIS;DRI-Melt-BOF_100% zero-C H2;528.2
baseline;2048;CIS;EAF;401.4
baseline;2048;CIS;Electrolyzer-EAF;628.7
baseline;2048;CIS;Electrowinning-EAF;604.8
baseline;2048;CIS;Smelting Reduction;404.6
baseline;2048;CIS;Smelting Reduction+CCUS;481.5
baseline;2048;China;Avg BF-BOF;437.6
baseline;2048;China;BAT BF-BOF;468.5
baseline;2048;China;BAT BF-BOF+BECCUS;782.2
baseline;2048;China;BAT BF-BOF+CCU;727.6
baseline;2048;China;BAT BF-BOF+CCUS;702.2
baseline;2048;China;BAT BF-BOF_H2 PCI;477.2
baseline;2048;China;BAT BF-BOF_bio PCI;527.6
baseline;2048;China;DRI-EAF;495.4
baseline;2048;China;DRI-EAF+CCUS;617.6
baseline;2048;China;DRI-EAF_100% green H2;558.5
baseline;2048;China;DRI-EAF_50% bio-CH4;543.6
baseline;2048;China;DRI-EAF_50% green H2;496.6
baseline;2048;China;DRI-Melt-BOF;439.9
baseline;2048;China;DRI-Melt-BOF+CCUS;544.3
baseline;2048;China;DRI-Melt-BOF_100% zero-C H2;541.4
baseline;2048;China;EAF;410.5
baseline;2048;China;Electrolyzer-EAF;657.2
baseline;2048;China;Electrowinning-EAF;630.5
baseline;2048;China;Smelting Reduction;413.5
baseline;2048;China;Smelting Reduction+CCUS;495.4
baseline;2048;Europe;Avg BF-BOF;457.8
baseline;2048;Europe;BAT BF-BOF;483.3
baseline;2048;Europe;BAT BF-BOF+BECCUS;757.6
baseline;2048;Europe;BAT BF-BOF+CCU;818.1
baseline;2048;Europe;BAT BF-BOF+CCUS;696.7
baseline;2048;Europe;BAT BF-BOF_H2 PCI;501.8
baseline;2048;Europe;BAT BF-BOF_bio PCI;519.7
baseline;2048;Europe;DRI-EAF;475.5
baseline;2048;Europe;DRI-EAF+CCUS;587.5
baseline;2048;Europe;DRI-EAF_100% green H2;584.9
baseline;2048;Europe;DRI-EAF_50% bio-CH4;511.9
baseline;2048;Europe;DRI-EAF_50% green H2;492.7
baseline;2048;Europe;DRI-Melt-BOF;425.9
baseline;2048;Europe;DRI-Melt-BOF+CCUS;522.1
baseline;2048;Europe;DRI-Melt-BOF_100% zero-C H2;566.7
baseline;2048;Europe;EAF;402.6
baseline;2048;Europe;Electrolyzer-EAF;617.3
baseline;2048;Europe;Electrowinning-EAF;594.5
baseline;2048;Europe;Smelting Reduction;403.8
baseline;2048;Europe;Smelting Reduction+CCUS;478.6
baseline;2048;India;Avg BF-BOF;442.4
baseline;2048;India;BAT BF-BOF;472.3
baseline;2048;India;BAT BF-BOF+BECCUS;834.1
baseline;2048;India;BAT BF-BOF+CCU;721.1
baseline;2048;India;BAT BF-BOF+CCUS;755.1
baseline;2048;India;BAT BF-BOF_H2 PCI;480.3
baseline;2048;India;BAT BF-BOF_bio PCI;525.9
baseline;2048;India;DRI-EAF;477.3
baseline;2048;India;DRI-EAF+CCUS;625.7
baseline;2048;India;DRI-EAF_100% green H2;545.4
baseline;2048;India;DRI-EAF_50% bio-CH4;527
baseline;2048;India;DRI-EAF_50% green H2;481.4
baseline;2048;India;DRI-Melt-BOF;426.5
baseline;2048;India;DRI-Melt-BOF+CCUS;558.1
baseline;2048;India;DRI-Melt-BOF_100% zero-C H2;528
baseline;2048;India;EAF;404.1
baseline;2048;India;Electrolyzer-EAF;628.2
baseline;2048;India;Electrowinning-EAF;604.4
baseline;2048;India;Smelting Reduction;404.7
baseline;2048;India;Smelting Reduction+CCUS;527.8
baseline;2048;Japan, South Korea, and Taiwan;Avg BF-BOF;441.1
baseline;2048;Japan, South Korea, and Taiwan;BAT BF-BOF;471.2
baseline;2048;Japan, South Korea, and Taiwan;BAT BF-BOF+BECCUS;819.7
baseline;2048;Japan, South Korea, and Taiwan;BAT BF-BOF+CCU;749.6
baseline;2048;Japan, South Korea, and Taiwan;BAT BF-BOF+CCUS;738
baseline;2048;Japan, South Korea, and Taiwan;BAT BF-BOF_H2 PCI;482.2
baseline;2048;Japan, South Korea, and Taiwan;BAT BF-BOF_bio PCI;529.4
baseline;2048;Japan, South Korea, and Taiwan;DRI-EAF;483.5
baseline;2048;Japan, South Korea, and Taiwan;DRI-EAF+CCUS;623.5
baseline;2048;Japan, South Korea, and Taiwan;DRI-EAF_100% green H2;560
baseline;2048;Japan, South Korea, and Taiwan;DRI-EAF_50% bio-CH4;535.7
baseline;2048;Japan, South Korea, and Taiwan;DRI-EAF_50% green H2;489.6
baseline;2048;Japan, South Korea, and Taiwan;DRI-Melt-BOF;431
baseline;2048;Japan, South Korea, and Taiwan;DRI-Melt-BOF+CCUS;553.8
baseline;2048;Japan, South Korea, and Taiwan;DRI-Melt-BOF_100% zero-C H2;542.8
baseline;2048;Japan, South Korea, and Taiwan;EAF;406.5
baseline;2048;Japan, South Korea, and Taiwan;Electrolyzer-EAF;639.1
baseline;2048;Japan, South Korea, and Taiwan;Electrowinning-EAF;614.2
baseline;2048;Japan, South Korea, and Taiwan;Smelting Reduction;410.2
baseline;2048;Japan, South Korea, and Taiwan;Smelting Reduction+CCUS;519.8
baseline;2048;Middle East;Avg BF-BOF;439.8
baseline;2048;Middle East;BAT BF-BOF;470.2
baseline;2048;Middle East;BAT BF-BOF+BECCUS;784.8
baseline;2048;Middle East;BAT BF-BOF+CCU;732.1
baseline;2048;Middle East;BAT BF-BOF+CCUS;702.1
baseline;2048;Middle East;BAT BF-BOF_H2 PCI;478.3
baseline;2048;Middle East;BAT BF-BOF_bio PCI;532.3
baseline;2048;Middle East;DRI-EAF;455
baseline;2048;Middle East;DRI-EAF+CCUS;576.3
baseline;2048;Middle East;DRI-EAF_100% green H2;557
baseline;2048;Middle East;DRI-EAF_50% bio-CH4;525.6
baseline;2048;Middle East;DRI-EAF_50% green H2;464.7
baseline;2048;Middle East;DRI-Melt-BOF;404.1
baseline;2048;Middle East;DRI-Melt-BOF+CCUS;507.7
baseline;2048;Middle East;DRI-Melt-BOF_100% zero-C H2;539.7
baseline;2048;Middle East;EAF;405.8
baseline;2048;Middle East;Electrolyzer-EAF;653.6
baseline;2048;Middle East;Electrowinning-EAF;627.2
baseline;2048;Middle East;Smelting Reduction;408.7
baseline;2048;Middle East;Smelting Reduction+CCUS;489.9
baseline;2048;NAFTA;Avg BF-BOF;433.8
baseline;2048;NAFTA;BAT BF-BOF;466.7
baseline;2048;NAFTA;BAT BF-BOF+BECCUS;717.4
baseline;2048;NAFTA;BAT BF-BOF+CCU;722.8
baseline;2048;NAFTA;BAT BF-BOF+CCUS;645
baseline;2048;NAFTA;BAT BF-BOF_H2 PCI;478.5
baseline;2048;NAFTA;BAT BF-BOF_bio PCI;520.9
baseline;2048;NAFTA;DRI-EAF;439.9
baseline;2048;NAFTA;DRI-EAF+CCUS;530.6
baseline;2048;NAFTA;DRI-EAF_100% green H2;522.2
baseline;2048;NAFTA;DRI-EAF_50% bio-CH4;498.1
baseline;2048;NAFTA;DRI-EAF_50% green H2;451.8
baseline;2048;NAFTA;DRI-Melt-BOF;399.3
baseline;2048;NAFTA;DRI-Melt-BOF+CCUS;476.8
baseline;2048;NAFTA;DRI-Melt-BOF_100% zero-C H2;505
baseline;2048;NAFTA;EAF;389.6
baseline;2048;NAFTA;Electrolyzer-EAF;562.9
baseline;2048;NAFTA;Electrowinning-EAF;545.5
baseline;2048;NAFTA;Smelting Reduction;384.4
baseline;2048;NAFTA;Smelting Reduction+CCUS;439.5
baseline;2048;RoW;Avg BF-BOF;440.4
baseline;2048;RoW;BAT BF-BOF;470.7
baseline;2048;RoW;BAT BF-BOF+BECCUS;786.9
baseline;2048;RoW;BAT BF-BOF+CCU;719.3
baseline;2048;RoW;BAT BF-BOF+CCUS;708.7
baseline;2048;RoW;BAT BF-BOF_H2 PCI;478.1
baseline;2048;RoW;BAT BF-BOF_bio PCI;527
baseline;2048;RoW;DRI-EAF;479.9
baseline;2048;RoW;DRI-EAF+CCUS;604.3
baseline;2048;RoW;DRI-EAF_100% green H2;550.1
baseline;2048;RoW;DRI-EAF_50% bio-CH4;532.2
baseline;2048;RoW;DRI-EAF_50% green H2;483.2
baseline;2048;RoW;DRI-Melt-BOF;427.3
baseline;2048;RoW;DRI-Melt-BOF+CCUS;534.5
baseline;2048;RoW;DRI-Melt-BOF_100% zero-C H2;532.8
baseline;2048;RoW;EAF;406.9
baseline;2048;RoW;Electrolyzer-EAF;643.9
baseline;2048;RoW;Electrowinning-EAF;618.5
baseline;2048;RoW;Smelting Reduction;406.4
baseline;2048;RoW;Smelting Reduction+CCUS;493.6
baseline;2048;South and Central America;Avg BF-BOF;442.4
baseline;2048;South and Central America;BAT BF-BOF;472.3
baseline;2048;South and Central America;BAT BF-BOF+BECCUS;767.5
baseline;2048;South and Central America;BAT BF-BOF+CCU;738.8
baseline;2048;South and Central America;BAT BF-BOF+CCUS;692.4
baseline;2048;South and Central America;BAT BF-BOF_H2 PCI;482.4
baseline;2048;South and Central America;BAT BF-BOF_bio PCI;526
baseline;2048;South and Central America;DRI-EAF;477.3
baseline;2048;South and Central America;DRI-EAF+CCUS;592.1
baseline;2048;South and Central America;DRI-EAF_100% green H2;552.7
baseline;2048;South and Central America;DRI-EAF_50% bio-CH4;527.2
baseline;2048;South and Central America;DRI-EAF_50% green H2;483.5
baseline;2048;South and Central America;DRI-Melt-BOF;426.5
baseline;2048;South and Central America;DRI-Melt-BOF+CCUS;524.9
baseline;2048;South and Central America;DRI-Melt-BOF_100% zero-C H2;535.3
baseline;2048;South and Central America;EAF;404.1
baseline;2048;South and Central America;Electrolyzer-EAF;628.2
baseline;2048;South and Central America;Electrowinning-EAF;604.4
baseline;2048;South and Central America;Smelting Reduction;404.7
baseline;2048;South and Central America;Smelting Reduction+CCUS;481.4
baseline;2048;Southeast Asia;Avg BF-BOF;439.6
baseline;2048;Southeast Asia;BAT BF-BOF;470.1
baseline;2048;Southeast Asia;BAT BF-BOF+BECCUS;781.9
baseline;2048;Southeast Asia;BAT BF-BOF+CCU;728.6
baseline;2048;Southeast Asia;BAT BF-BOF+CCUS;702.2
baseline;2048;Southeast Asia;BAT BF-BOF_H2 PCI;478.2
baseline;2048;Southeast Asia;BAT BF-BOF_bio PCI;528.7
baseline;2048;Southeast Asia;DRI-EAF;481.5
baseline;2048;Southeast Asia;DRI-EAF+CCUS;602.8
baseline;2048;Southeast Asia;DRI-EAF_100% green H2;557
baseline;2048;Southeast Asia;DRI-EAF_50% bio-CH4;536.3
baseline;2048;Southeast Asia;DRI-EAF_50% green H2;485.6
baseline;2048;Southeast Asia;DRI-Melt-BOF;427.8
baseline;2048;Southeast Asia;DRI-Melt-BOF+CCUS;531.5
baseline;2048;Southeast Asia;DRI-Melt-BOF_100% zero-C H2;539.7
baseline;2048;Southeast Asia;EAF;408.6
baseline;2048;Southeast Asia;Electrolyzer-EAF;653.6
baseline;2048;Southeast Asia;Electrowinning-EAF;627.2
baseline;2048;Southeast Asia;Smelting Reduction;407.9
baseline;2048;Southeast Asia;Smelting Reduction+CCUS;489.1
baseline;2049;Africa;Avg BF-BOF;440.5
baseline;2049;Africa;BAT BF-BOF;470.7
baseline;2049;Africa;BAT BF-BOF+BECCUS;851
baseline;2049;Africa;BAT BF-BOF+CCU;731.4
baseline;2049;Africa;BAT BF-BOF+CCUS;764.9
baseline;2049;Africa;BAT BF-BOF_H2 PCI;478.7
baseline;2049;Africa;BAT BF-BOF_bio PCI;532.1
baseline;2049;Africa;DRI-EAF;481.5
baseline;2049;Africa;DRI-EAF+CCUS;635.8
baseline;2049;Africa;DRI-EAF_100% green H2;557
baseline;2049;Africa;DRI-EAF_50% bio-CH4;539.6
baseline;2049;Africa;DRI-EAF_50% green H2;485.6
baseline;2049;Africa;DRI-Melt-BOF;427.8
baseline;2049;Africa;DRI-Melt-BOF+CCUS;564.5
baseline;2049;Africa;DRI-Melt-BOF_100% zero-C H2;539.7
baseline;2049;Africa;EAF;408.6
baseline;2049;Africa;Electrolyzer-EAF;653.3
baseline;2049;Africa;Electrowinning-EAF;626.7
baseline;2049;Africa;Smelting Reduction;408.5
baseline;2049;Africa;Smelting Reduction+CCUS;536.1
baseline;2049;CIS;Avg BF-BOF;442.2
baseline;2049;CIS;BAT BF-BOF;472.1
baseline;2049;CIS;BAT BF-BOF+BECCUS;767.8
baseline;2049;CIS;BAT BF-BOF+CCU;716
baseline;2049;CIS;BAT BF-BOF+CCUS;689.8
baseline;2049;CIS;BAT BF-BOF_H2 PCI;479.3
baseline;2049;CIS;BAT BF-BOF_bio PCI;529.6
baseline;2049;CIS;DRI-EAF;450
baseline;2049;CIS;DRI-EAF+CCUS;563
baseline;2049;CIS;DRI-EAF_100% green H2;540.1
baseline;2049;CIS;DRI-EAF_50% bio-CH4;515.8
baseline;2049;CIS;DRI-EAF_50% green H2;458.7
baseline;2049;CIS;DRI-Melt-BOF;402.5
baseline;2049;CIS;DRI-Melt-BOF+CCUS;499.8
baseline;2049;CIS;DRI-Melt-BOF_100% zero-C H2;522.7
baseline;2049;CIS;EAF;400.5
baseline;2049;CIS;Electrolyzer-EAF;623.2
baseline;2049;CIS;Electrowinning-EAF;599.6
baseline;2049;CIS;Smelting Reduction;403.4
baseline;2049;CIS;Smelting Reduction+CCUS;479.3
baseline;2049;China;Avg BF-BOF;437.9
baseline;2049;China;BAT BF-BOF;468.8
baseline;2049;China;BAT BF-BOF+BECCUS;779.9
baseline;2049;China;BAT BF-BOF+CCU;726.4
baseline;2049;China;BAT BF-BOF+CCUS;700.4
baseline;2049;China;BAT BF-BOF_H2 PCI;477.4
baseline;2049;China;BAT BF-BOF_bio PCI;527.5
baseline;2049;China;DRI-EAF;494.8
baseline;2049;China;DRI-EAF+CCUS;615.5
baseline;2049;China;DRI-EAF_100% green H2;556.8
baseline;2049;China;DRI-EAF_50% bio-CH4;542.7
baseline;2049;China;DRI-EAF_50% green H2;496
baseline;2049;China;DRI-Melt-BOF;439.7
baseline;2049;China;DRI-Melt-BOF+CCUS;543.3
baseline;2049;China;DRI-Melt-BOF_100% zero-C H2;539.7
baseline;2049;China;EAF;409.9
baseline;2049;China;Electrolyzer-EAF;653.3
baseline;2049;China;Electrowinning-EAF;626.7
baseline;2049;China;Smelting Reduction;412.5
baseline;2049;China;Smelting Reduction+CCUS;493.7
baseline;2049;Europe;Avg BF-BOF;456.7
baseline;2049;Europe;BAT BF-BOF;482.5
baseline;2049;Europe;BAT BF-BOF+BECCUS;754.9
baseline;2049;Europe;BAT BF-BOF+CCU;798.9
baseline;2049;Europe;BAT BF-BOF+CCUS;694.1
baseline;2049;Europe;BAT BF-BOF_H2 PCI;499.1
baseline;2049;Europe;BAT BF-BOF_bio PCI;519.1
baseline;2049;Europe;DRI-EAF;474.9
